asset,strategy,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,size,gross_pnl,fees,slippage,funding,net_pnl,capital_after,reason,hold_candles
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1616943600000,1616954400000,19.2,18.437592779107916,18.446816187201517,20.040882014220532,138.811,-105.8305,2.6123,1.5579,0.8814,-109.3242,10372.0882,SL Hit,3
SOLUSDT,P39_CAND_0551:Funding Reversal Short,Short,1616961600000,1617062400000,18.6,19.597040382181508,19.587246758802106,17.568353241197894,51.375,-51.2229,0.9812,1.5974,-2.9495,-49.2546,10322.8335,SL Hit,28
SOLUSDT,P39_CAND_0551:Funding Reversal Short,Short,1617094800000,1617116400000,20.2,19.360762433508004,21.045113109937027,19.351086890062973,60.937,51.1406,1.2054,0.8394,0.0,49.9353,10372.7688,TP Hit,6
SOLUSDT,P39_CAND_0551:Funding Reversal Short,Short,1617440400000,1617444000000,21.6,22.373267508471525,22.362086465238907,20.816713534761096,134.243,-103.8058,2.9516,4.0919,0.0,-106.7573,10266.0115,SL Hit,1
SOLUSDT,P39_CAND_0551:Funding Reversal Short,Short,1617526800000,1617552000000,23.9,25.560107811578316,25.547334144506063,22.32946585549394,63.806,-105.9248,1.5779,3.2652,-1.2686,-106.2342,10159.7773,SL Hit,7
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1617555600000,1617562800000,25.3,23.851339086922682,23.863270722283822,27.17123510793914,73.37,-106.2883,1.8031,4.6833,0.0,-108.0914,10051.686,SL Hit,2
SOLUSDT,P39_CAND_0551:BB Expansion Short,Short,1620144000000,1620241200000,43.6,45.90270449375078,45.87976461144506,40.48979915077074,44.55,-102.5855,1.9937,2.6035,-3.2046,-101.3746,9950.3114,SL Hit,27
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1620500400000,1620532800000,45.3,43.68252099978557,43.70437318637875,47.53095946336284,31.059,-50.2373,1.3819,0.921,1.0231,-52.6422,9897.6692,SL Hit,9
SOLUSDT,P39_CAND_0551:BB Expansion Short,Short,1620565200000,1620612000000,43.5,45.449223240476904,45.42650998548417,40.865380575716436,51.839,-101.0458,2.3055,2.1468,-2.6197,-100.7316,9796.9376,SL Hit,13
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1622728800000,1622768400000,39.2,37.24836816528488,37.267001666117935,41.84410879705842,25.566,-49.8954,0.9772,0.9366,0.1998,-51.0724,9745.8651,SL Hit,11
SOLUSDT,P39_CAND_0551:ATR Expansion Short,Short,1622804400000,1622826000000,35.8,38.76078618679519,38.74141547905566,31.392876781416508,33.156,-98.1678,1.2361,0.7417,-0.1265,-99.2774,9646.5877,SL Hit,6
