system,group,net_pnl,gross_profit,gross_loss,profit_factor,max_drawdown_pct,trades,win_rate,winning_trades,losing_trades,average_win,average_loss,expectancy,positive_months,negative_months,zero_months,best_month,worst_month,stress_pass_count,stress_fail_count,combined_adverse_pnl,combined_adverse_dd,live_known,trade_log_path,trade_log_hash,params,candidate_id,candidate_hash,family,execution_status,behavior_cluster,selection_status,registered_status
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.35, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.35}",P36_CAND_0522,79fcdb3397be92f2,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,ba57b84b752edf86,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.35, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.35}",P36_CAND_0523,dced8fc0128b9f37,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,0a1279d5bf53c1be,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.35, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.35}",P36_CAND_0524,b022adad83f66adc,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,e7225cbe223e9c2a,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.35, ""min_expected_R"": 0.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.35}",P36_CAND_0525,ae10f05d95aed270,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,d9dc7ed19f4b1900,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.35, ""min_expected_R"": 0.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.35}",P36_CAND_0526,188d574181d8a3c2,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,bd8bd213443862b8,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.35}",P36_CAND_0527,bb08007b5c56fca6,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,cefc24a170537cb2,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 0, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.35}",P36_CAND_0528,3b2b352a807ab0fa,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,8175e58586673bd2,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 0, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0529,13333724f994a953,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,fd04bbe0b0bf710a,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 0, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0530,0d15992d052d1920,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,4e9c7d13fc8c6f35,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 0, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0531,f932a71f3e21ec05,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,293b0ed596a0b1d2,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.15, ""min_adx"": 0, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0532,1f8b6cb8b5fa9ecb,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,e8efcd775f1825c2,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.15, ""min_adx"": 12, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0533,c7e128ef48332342,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,ab1094d669fcd138,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.15, ""min_adx"": 12, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0534,608618e216487aad,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,333a7a89bae4fd9d,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.15, ""min_adx"": 12, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0535,33c41e8571d276b7,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,6b9c82d08c85f89a,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.15, ""min_adx"": 12, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0536,460a4857154d4e41,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,fe5c8bec93042472,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.15, ""min_adx"": 12, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0537,1ceddbe67c43fa09,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,ea9f58ae31ebdebb,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.15, ""min_adx"": 12, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0538,26c385988f5b21a0,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,cfcce208a714ff68,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 12, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0539,7cb71af7742a50cd,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,afa1e9e7676b3dde,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 12, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0540,58221be01878fbdb,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,e79e4ddf6d849c49,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 12, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0541,80f127faabc63afb,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,97fa45e92dd114d9,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 12, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0542,c5e2d7e57b74b2f4,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,9aa92722038d5d21,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 12, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0543,593af97a8842be44,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,a2a089ab1cfc6c73,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0544,12a1d37cc94fe30d,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,c93464e0afd73e97,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0545,7aa1708462f068bb,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,f6efbb3a37a0f142,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0546,2c26e20d152fe5e7,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,b38075286a328c56,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0547,80a30000a867a380,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,207affe31699fc26,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0548,f28ada5670cf6490,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,9838b5197ddb5307,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0549,ab818a874b8fa0d1,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,ff88fcf44039f482,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0550,6e298d6cb3c72c2b,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,6edc8785f7996262,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0551,9069cfe4a651c8c9,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,5b78af8b016f2751,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0552,2f802e9bb468ef90,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,c84f8819c4122609,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0553,ce312a5a2f755e73,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,0411ee2d63abd81a,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0554,7252d18267336749,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,03d365c4b9fe43f2,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0555,349f0d2aace4d5dc,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,64ddd99035b700dc,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0556,5d51c8a6eb371a6f,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,90cc945a27a49a8e,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0557,3871234edc6e17c6,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,a3928a997e07d90d,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0558,d92810e6bb8ad178,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,f670e912d8e05cee,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 18, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0559,99258dc20e3bfdd9,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,3186a7a31fe06335,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 18, ""min_atr_pct"": 0, ""min_expected_R"": 1.1, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0560,8d5b18ddf23322aa,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,6ecaf0c1d1920bec,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0561,eac5e64cc156cd96,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,7f82a78ab604476f,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0562,50307a336b0f3869,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,195bfda09c293a4d,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0563,9cbda05ec644f916,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,95341ca0b6dcd513,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0564,7e81aea71b7e6ca9,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,16e73798de4686ba,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.2, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0565,b6f197475c5076bc,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,5a6e312e95f888f5,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.2, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0566,034d686a0b602659,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,059099cda5f8e52c,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0567,31370d6d3434a0cc,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,930e7b0ac13c9e9c,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0568,0c7807515d9501d2,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,f2b3f1e4f159fb46,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0569,f2523c947df2359b,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,b74966f093cada3d,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.1, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0570,de8030c57f137f05,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,07113b4a540d4d3e,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.1, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0571,fb6cafe816f9e7cf,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,464294ebbf602248,,REGISTERED
