system,group,net_pnl,gross_profit,gross_loss,profit_factor,max_drawdown_pct,trades,win_rate,winning_trades,losing_trades,average_win,average_loss,expectancy,positive_months,negative_months,zero_months,best_month,worst_month,stress_pass_count,stress_fail_count,combined_adverse_pnl,combined_adverse_dd,live_known,trade_log_path,trade_log_hash,params,candidate_id,candidate_hash,family,execution_status,behavior_cluster,selection_status,registered_status
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1142,a218fa0d4603efe7,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,87eb1e30cfd16f99,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1143,aa4c5a81b0c63b0e,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,c23ad39309a96896,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1144,907b4ad824779dff,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,009b239c7cf2cd7c,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1145,e309c142937c058a,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,7eb28638986c3ac1,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1146,5a2cc01b628cc85a,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,c542f69d692b04ba,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1147,bae0bc976244203a,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,c4af173c2b7f8893,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.35, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1148,27e40cef0d7da34f,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,e97c46c01401e996,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.35, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1149,c584ea10f585525e,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,34a236fc3169ec2d,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1150,3b84c4aba2fdbee1,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,2a417e12c537588a,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1151,e9a175d836de6dce,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,059bf38f4d29b87c,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1152,1e2a3a7d3287f5a8,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,9b054e95d0294251,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1153,5963db9fed919f1c,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,f0f3063fd5887a5a,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1154,48df871232e5049e,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,d2092b21c44a6246,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 18, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1155,57958f09d43913a4,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,9a4ca967776a2f17,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 18, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1156,7aa59ca628ee3691,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,613018080a635498,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1157,054530a18d27ea4a,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,314ef9a9bd113584,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1158,3d4107ed12c9dad6,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,542823443ce92a30,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1159,6650baf099e5b180,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,f266ee96111e5e58,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0, ""min_expected_R"": 1.1, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1160,8eadb311da2c417a,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,f5c04003492c5e32,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0, ""min_expected_R"": 1.1, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1161,f1c3d0bf9dfad3ee,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,83472b4525b89ecb,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1162,07a61733de4ef04b,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,8cdbd03ccce186ce,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1163,7e8d7728f27311ae,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,73be684a2895fabb,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1164,ef50419acfd73dd8,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,4770c257c3c2dd0d,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1165,a474c9ff0de88018,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,8bf4ae4514d037b2,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 22, ""min_atr_pct"": 0, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1166,2361ad50bd7145df,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,157b96472c0cdbd9,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 22, ""min_atr_pct"": 0, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1167,cacf717161964c86,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,7d3e768f046d57f7,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 22, ""min_atr_pct"": 0, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1168,c114a91fee29c26d,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,e30fb6e27f6f1812,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 22, ""min_atr_pct"": 0, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1169,0bcc0499b3991103,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,88e2082f453035e1,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1170,0e5a31211e01c545,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,d3db9c00b943d2a4,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1171,5c62f29956a0b115,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,8a685fb4ae2d1fda,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1172,c03a355069e47379,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,00f3ea64a68e5d8e,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1173,4ee468d21a919da1,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,3636c21451713277,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1174,cbeee2ec7920138f,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,2a1213b1c0e181e1,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0.2, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1175,d1564167556ef346,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,a509b5c9e38cb7d8,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0.2, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1176,d7a081686a2a1999,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,4c7ba3120e0a78cd,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.2, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1177,7a77e752e01fb560,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,25c24e936afede26,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.2, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1178,721d865e308dfc92,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,84d5106020bfa595,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.2, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1179,10575a0c1bf61450,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,1c83dbdac084d3a7,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1180,0c6fec6d4616c3cc,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,be4fc4c8e01c8ff1,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1181,21d0e541a3c6ce55,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,5ee0cca3401b6353,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1182,6c28e086f180fbbc,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,75ac6ff5368f0e66,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1183,59bc6962ab1243fa,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,a93396583c0633e8,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1184,5b8f45bbdd4bb09e,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,7e3fa714e87d1578,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1185,177361eabc803a56,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,ed9b4213c1030404,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1186,40b72c5713ab56d4,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,e2e82e54bab6c184,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1187,02dba3ca06853150,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,50265202373db4b6,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1188,4528ae2b06685d09,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,c1eeb3f2029101b6,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1189,a3f2472fdeaf4634,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,a8c96387b71c5783,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 12, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.2, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1190,905f155f292c8b62,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,fbc380b746e4824c,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 12, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.2, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1191,94734eaf16b62f0b,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,1091abdddd3b7a0b,,REGISTERED
