candidate_id,candidate_hash,family,min_expected_R,min_projected_net_R,max_cost_to_risk,session_mode,skip_same_candle,source_mode,min_hold_candles,registered_status,execution_status,engine_proof_source,behavior_cluster,net_pnl,gross_profit,gross_loss,profit_factor,max_drawdown_pct,trades,win_rate,winning_trades,losing_trades,average_win,average_loss,expectancy,largest_win,largest_loss,max_consecutive_wins,max_consecutive_losses,trade_log_hash,positive_months,negative_months,zero_months,best_month,worst_month,trades_per_month,stress_pass_count,stress_fail_count,combined_adverse_pnl,combined_adverse_dd,params,selected_trade_log_path
P34_0704,8a70048e5ea7af8d,off_hours_stricter_r,1.35,,0.15,NY_ONLY,True,BB_ONLY,2.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""off_hours_stricter_r"", ""max_cost_to_risk"": 0.15, ""min_expected_R"": 1.35, ""min_hold_candles"": 2, ""min_projected_net_R"": null, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": true, ""source_mode"": ""BB_ONLY""}",
P34_0705,6fad40db30ee5707,same_candle_hardened,1.5,0.7,0.2,NY_ONLY,False,BB_ONLY,2.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""same_candle_hardened"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": 1.5, ""min_hold_candles"": 2, ""min_projected_net_R"": 0.7, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0706,ea3935f0387cdd08,cand0190_relative,1.8,0.7,0.2,NY_ONLY,False,BB_ONLY,2.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""cand0190_relative"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": 1.8, ""min_hold_candles"": 2, ""min_projected_net_R"": 0.7, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0707,8cca44464e2b2c11,high_pf_low_frequency,,0.7,0.2,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""high_pf_low_frequency"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": null, ""min_hold_candles"": 2, ""min_projected_net_R"": 0.7, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0708,57108d869b6b4eb5,stress_hardened,1.0,0.9,0.2,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""stress_hardened"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": 1.0, ""min_hold_candles"": 2, ""min_projected_net_R"": 0.9, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0709,a7be0945508950ab,balanced_activity,1.1,0.9,0.2,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""balanced_activity"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": 1.1, ""min_hold_candles"": 2, ""min_projected_net_R"": 0.9, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0710,dd3cbb8a9fd65e2e,cost_to_atr_gate,1.2,0.9,0.3,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""cost_to_atr_gate"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": 1.2, ""min_hold_candles"": 2, ""min_projected_net_R"": 0.9, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0711,f77197d4c33c3020,projected_net_r_gate,1.35,1.0,0.3,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""projected_net_r_gate"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": 1.35, ""min_hold_candles"": 2, ""min_projected_net_R"": 1.0, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0712,9dd3010e0234c988,low_r_filtered,1.5,1.0,0.3,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""low_r_filtered"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": 1.5, ""min_hold_candles"": 2, ""min_projected_net_R"": 1.0, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0713,8e2058f7b1d0d961,session_aware,1.8,1.0,0.3,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""session_aware"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": 1.8, ""min_hold_candles"": 2, ""min_projected_net_R"": 1.0, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0714,3fcba33f1cd492db,off_hours_stricter_r,,1.15,0.3,ALL,False,BB_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""off_hours_stricter_r"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": null, ""min_hold_candles"": 4, ""min_projected_net_R"": 1.15, ""session_mode"": ""ALL"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0715,74de94035d31788a,same_candle_hardened,1.0,1.15,0.45,ALL,True,LOW_ACTIVITY_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""same_candle_hardened"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.0, ""min_hold_candles"": 4, ""min_projected_net_R"": 1.15, ""session_mode"": ""ALL"", ""skip_same_candle"": true, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0716,cf690b4f9e4c901d,cand0190_relative,1.1,1.15,0.45,ALL,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""cand0190_relative"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.1, ""min_hold_candles"": 4, ""min_projected_net_R"": 1.15, ""session_mode"": ""ALL"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0717,e84c157e8f55c2d9,high_pf_low_frequency,1.2,1.3,0.45,ALL,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""high_pf_low_frequency"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.2, ""min_hold_candles"": 4, ""min_projected_net_R"": 1.3, ""session_mode"": ""ALL"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0718,61e176746bcacf15,stress_hardened,1.35,1.3,0.45,ALL,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""stress_hardened"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.35, ""min_hold_candles"": 4, ""min_projected_net_R"": 1.3, ""session_mode"": ""ALL"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0719,14a333762af3e1fb,balanced_activity,1.5,1.3,0.45,ALL,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""balanced_activity"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.5, ""min_hold_candles"": 4, ""min_projected_net_R"": 1.3, ""session_mode"": ""ALL"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0720,59fb7111d1211e86,cost_to_atr_gate,1.8,,,ALL,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""cost_to_atr_gate"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.8, ""min_hold_candles"": 4, ""min_projected_net_R"": null, ""session_mode"": ""ALL"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0721,289d8268c1dfe313,projected_net_r_gate,,,,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""projected_net_r_gate"", ""max_cost_to_risk"": null, ""min_expected_R"": null, ""min_hold_candles"": 4, ""min_projected_net_R"": null, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0722,f5f883732b86cd49,low_r_filtered,1.0,,,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""low_r_filtered"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.0, ""min_hold_candles"": 4, ""min_projected_net_R"": null, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0723,193aab794fa9c0c0,session_aware,1.1,0.7,,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""session_aware"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.1, ""min_hold_candles"": 4, ""min_projected_net_R"": 0.7, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0724,232d42081f28046d,off_hours_stricter_r,1.2,0.7,,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""off_hours_stricter_r"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.2, ""min_hold_candles"": 4, ""min_projected_net_R"": 0.7, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0725,854c6e933dbff31e,same_candle_hardened,1.35,0.7,0.1,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""same_candle_hardened"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": 1.35, ""min_hold_candles"": 4, ""min_projected_net_R"": 0.7, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0726,a0f4dd453358f82d,cand0190_relative,1.5,0.9,0.1,NO_OFF_HOURS,True,LOW_ACTIVITY_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""cand0190_relative"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": 1.5, ""min_hold_candles"": 4, ""min_projected_net_R"": 0.9, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": true, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0727,a83308be46e87952,high_pf_low_frequency,1.8,0.9,0.1,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""high_pf_low_frequency"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": 1.8, ""min_hold_candles"": 4, ""min_projected_net_R"": 0.9, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0728,98f841309296b330,stress_hardened,,0.9,0.1,LONDON_NY,False,ALL,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""stress_hardened"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": null, ""min_hold_candles"": 4, ""min_projected_net_R"": 0.9, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}",
P34_0729,08083bedee12faf1,balanced_activity,1.0,1.0,0.1,LONDON_NY,False,ALL,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""balanced_activity"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": 1.0, ""min_hold_candles"": 4, ""min_projected_net_R"": 1.0, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}",
P34_0730,19a561b265aa8c49,cost_to_atr_gate,1.1,1.0,0.15,LONDON_NY,False,ALL,4.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""cost_to_atr_gate"", ""max_cost_to_risk"": 0.15, ""min_expected_R"": 1.1, ""min_hold_candles"": 4, ""min_projected_net_R"": 1.0, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}",
P34_0731,a025afb05efdf58d,projected_net_r_gate,1.2,1.0,0.15,LONDON_NY,False,ALL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""projected_net_r_gate"", ""max_cost_to_risk"": 0.15, ""min_expected_R"": 1.2, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.0, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}",
P34_0732,19fd20ffadae48e3,low_r_filtered,1.35,1.15,0.15,LONDON_NY,False,ALL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""low_r_filtered"", ""max_cost_to_risk"": 0.15, ""min_expected_R"": 1.35, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.15, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}",
P34_0733,5d06d38c07dca219,session_aware,1.5,1.15,0.15,LONDON_NY,False,ALL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""session_aware"", ""max_cost_to_risk"": 0.15, ""min_expected_R"": 1.5, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.15, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}",
P34_0734,00b2fec580d8bc54,off_hours_stricter_r,1.8,1.15,0.15,LONDON_NY,False,ALL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""off_hours_stricter_r"", ""max_cost_to_risk"": 0.15, ""min_expected_R"": 1.8, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.15, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}",
P34_0735,297d082296b5363a,same_candle_hardened,,1.3,0.2,LONDON_ONLY,False,ALL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""same_candle_hardened"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": null, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.3, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}",
P34_0736,1b2bbeb3e65e7cb9,cand0190_relative,1.0,1.3,0.2,LONDON_ONLY,False,ALL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""cand0190_relative"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": 1.0, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.3, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}",
P34_0737,cc6201cef6f3b79d,high_pf_low_frequency,1.1,1.3,0.2,LONDON_ONLY,True,ALL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""high_pf_low_frequency"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": 1.1, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.3, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": true, ""source_mode"": ""ALL""}",
P34_0738,add85a6d272769de,stress_hardened,1.2,,0.2,LONDON_ONLY,False,ALL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""stress_hardened"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": 1.2, ""min_hold_candles"": 6, ""min_projected_net_R"": null, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}",
P34_0739,b36ea99d77c6cda0,balanced_activity,1.35,,0.2,LONDON_ONLY,False,ALL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""balanced_activity"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": 1.35, ""min_hold_candles"": 6, ""min_projected_net_R"": null, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}",
P34_0740,b5fa1c14563cefee,cost_to_atr_gate,1.5,,0.3,LONDON_ONLY,False,ALL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""cost_to_atr_gate"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": 1.5, ""min_hold_candles"": 6, ""min_projected_net_R"": null, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}",
P34_0741,8333d32bd66aaa5d,projected_net_r_gate,1.8,0.7,0.3,LONDON_ONLY,False,NO_FUNDING_REVERSAL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""projected_net_r_gate"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": 1.8, ""min_hold_candles"": 6, ""min_projected_net_R"": 0.7, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0742,acfcd8bbecbe8003,low_r_filtered,,0.7,0.3,NY_ONLY,False,NO_FUNDING_REVERSAL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""low_r_filtered"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": null, ""min_hold_candles"": 6, ""min_projected_net_R"": 0.7, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0743,588cafb1d29e998d,session_aware,1.0,0.7,0.3,NY_ONLY,False,NO_FUNDING_REVERSAL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""session_aware"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": 1.0, ""min_hold_candles"": 6, ""min_projected_net_R"": 0.7, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0744,052ee3d3071021c0,off_hours_stricter_r,1.1,0.9,0.3,NY_ONLY,False,NO_FUNDING_REVERSAL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""off_hours_stricter_r"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": 1.1, ""min_hold_candles"": 6, ""min_projected_net_R"": 0.9, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0745,c630f40098099d72,same_candle_hardened,1.2,0.9,0.45,NY_ONLY,False,NO_FUNDING_REVERSAL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""same_candle_hardened"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.2, ""min_hold_candles"": 6, ""min_projected_net_R"": 0.9, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0746,2dc838a31349c36e,cand0190_relative,1.35,0.9,0.45,NY_ONLY,False,NO_FUNDING_REVERSAL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""cand0190_relative"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.35, ""min_hold_candles"": 6, ""min_projected_net_R"": 0.9, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0747,651d7a2c0a12253b,high_pf_low_frequency,1.5,1.0,0.45,NY_ONLY,False,NO_FUNDING_REVERSAL,6.0,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""high_pf_low_frequency"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.5, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.0, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0748,e1a473f503c4abd4,stress_hardened,1.8,1.0,0.45,NY_ONLY,True,NO_FUNDING_REVERSAL,,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""stress_hardened"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.8, ""min_hold_candles"": null, ""min_projected_net_R"": 1.0, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": true, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0749,174d140358acffab,balanced_activity,,1.0,0.45,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""balanced_activity"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": null, ""min_hold_candles"": null, ""min_projected_net_R"": 1.0, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0750,f9b19a0fb67fb964,cost_to_atr_gate,1.0,1.15,,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""cost_to_atr_gate"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.0, ""min_hold_candles"": null, ""min_projected_net_R"": 1.15, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0751,feee10659438f3fd,projected_net_r_gate,1.1,1.15,,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""projected_net_r_gate"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.1, ""min_hold_candles"": null, ""min_projected_net_R"": 1.15, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0752,0c0173656756cdc1,low_r_filtered,1.2,1.15,,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""low_r_filtered"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.2, ""min_hold_candles"": null, ""min_projected_net_R"": 1.15, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0753,55309106aa846c71,session_aware,1.35,1.3,,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""session_aware"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.35, ""min_hold_candles"": null, ""min_projected_net_R"": 1.3, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0754,8b0fe12e88b62bef,off_hours_stricter_r,1.5,1.3,,OFF_HOURS_STRICT_R,False,BB_ONLY,,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""off_hours_stricter_r"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.5, ""min_hold_candles"": null, ""min_projected_net_R"": 1.3, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0755,c12b3c4c8d34f61e,same_candle_hardened,1.8,1.3,0.1,OFF_HOURS_STRICT_R,False,BB_ONLY,,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""same_candle_hardened"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": 1.8, ""min_hold_candles"": null, ""min_projected_net_R"": 1.3, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0756,310fc34d49596fcc,cand0190_relative,,,0.1,ALL,False,BB_ONLY,,REGISTERED,REGISTERED_NOT_EXECUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""family"": ""cand0190_relative"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": null, ""min_hold_candles"": null, ""min_projected_net_R"": null, ""session_mode"": ""ALL"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
