system,asset,month,pnl,trades,winners,losers,win_rate,profit_factor,gross_profit,gross_loss,expectancy,average_winner,average_loser,max_dd_contribution,long_trades,short_trades,long_pnl,short_pnl,sleeve_contribution,fees,slippage,funding_impact,status,negative_or_zero_reason
Executable Phase12 baseline 1h,BTCUSDT.P,2020-01,118.54960566858297,11,6,5,0.5454545454545454,1.2200642430177746,657.2541405030212,-538.7045348344382,10.777236878962087,109.54235675050353,-107.74090696688764,0.03146461226244318,2,9,289.4170492963305,-170.86744362774755,strategy column,60.895232479558494,60.914725536309874,-41.56209432669641,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2020-02,-269.1658288984737,6,2,4,0.3333333333333333,0.3555618299783872,148.50935146746667,-417.6751803659403,-44.86097148307895,74.25467573373334,-104.41879509148508,0.03605827254237211,0,6,0.0,-269.1658288984737,strategy column,38.25682539225618,38.332517103700596,-59.331381006141996,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2020-03,780.8356206538895,12,9,3,0.75,3.423915508943376,1102.9737553260295,-322.13813467213987,65.06963505449079,122.55263948066994,-107.37937822404662,0.02034060196348179,7,5,355.2120282034024,425.62359245048714,strategy column,30.883751679496857,30.863467955167206,1.6212510246882,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2020-04,793.9235697329962,8,7,1,0.875,7.7930899700160685,910.7957991951828,-116.8722294621866,99.24044621662452,130.11368559931182,-116.8722294621866,0.011259192914137859,6,2,803.2302491297537,-9.306679396757573,strategy column,39.300164991892075,39.25802153684839,-3.5015507743291012,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2020-05,-124.3791590697153,5,2,3,0.4,0.6668096347890495,248.9184271043867,-373.297586174102,-24.87583181394306,124.45921355219335,-124.43252872470066,0.02474570079050986,2,3,13.80549425725792,-138.1846533269732,strategy column,23.615726259427475,23.57699285882819,4.1467017057395985,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2020-06,-303.96427095484796,3,0,3,0.0,0.0,0.0,-303.96427095484796,-101.32142365161599,0.0,-101.32142365161599,0.017821580885635728,1,2,-128.03016198612679,-175.93410896872115,strategy column,12.469449365765108,12.455402551524868,1.5268759480740002,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2020-07,-72.73566376202359,5,2,3,0.4,0.7786041441949,255.79651899958384,-328.53218276160743,-14.547132752404718,127.89825949979192,-109.51072758720248,0.023235162027780313,0,5,0.0,-72.73566376202359,strategy column,45.287000342839875,45.32333713426557,-48.72162226053639,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2020-08,-237.30054151865403,2,0,2,0.0,0.0,0.0,-237.30054151865403,-118.65027075932701,0.0,-118.65027075932701,0.012021845058610292,0,2,0.0,-237.30054151865403,strategy column,10.770110718280483,10.771663126716971,-1.6594057605915,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2020-09,143.7010020307527,4,3,1,0.75,2.268153783425831,257.0161250930001,-113.3151230622474,35.925250507688176,85.6720416976667,-113.3151230622474,0.011198998347459709,0,4,0.0,143.7010020307527,strategy column,17.012748248411775,17.0209922522861,-9.3148471027117,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2020-10,39.24316598663617,4,2,2,0.5,1.160693825479103,283.45395547798137,-244.21078949134517,9.810791496659043,141.72697773899068,-122.10539474567258,0.012115240991573491,2,2,283.45395547798137,-244.21078949134517,strategy column,27.210943622801672,27.20250697028201,0.3039933694679997,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2020-11,138.94378879234748,11,6,5,0.5454545454545454,1.2334905459263021,734.0162284113933,-595.0724396190458,12.631253526577042,122.33603806856554,-119.01448792380916,0.023804685493798022,4,7,26.068247679749106,112.87554111259833,strategy column,49.942126785090046,49.91145453986458,-9.845682360463798,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2020-12,-228.5283310429352,2,0,2,0.0,0.0,0.0,-228.5283310429352,-114.2641655214676,0.0,-114.2641655214676,0.011391078594344258,0,2,0.0,-228.5283310429352,strategy column,5.530460698628223,5.537596150552101,-1.3051269121394,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2021-01,-342.12723760705444,19,8,11,0.42105263157894735,0.7200074552890365,879.7882886089479,-1221.9155262160025,-18.00669671616076,109.97353607611849,-111.08322965600023,0.06385097354658653,3,16,-87.43726153340879,-254.68997607364565,strategy column,42.08176660627193,42.06904655257205,-24.111307726747796,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2021-02,-273.5675377645818,3,0,3,0.0,0.0,0.0,-273.5675377645818,-91.1891792548606,0.0,-91.1891792548606,0.016429880585550137,1,2,-111.09399294697101,-162.4735448176108,strategy column,8.99442249633191,8.989741847419172,-3.6148520768578,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2021-03,-288.09197106894686,12,5,7,0.4166666666666667,0.6195214810359003,469.0913039640646,-757.1832750330113,-24.00766425574557,93.81826079281292,-108.16903929043019,0.05877642873291045,3,9,159.0055057475182,-447.097476816465,strategy column,40.797282044258644,40.80213949592951,-21.7708684125736,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2021-04,767.4565761142712,13,10,3,0.7692307692307693,3.392355923142764,1088.251892852128,-320.795316737857,59.035121239559324,108.82518928521282,-106.93177224595233,0.02037701179785172,2,11,270.0766888924196,497.3798872218516,strategy column,61.49755357892562,61.50190420290082,-82.28939322844658,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2021-05,1248.285913539083,19,14,5,0.7368421052631579,3.0373030560618495,1861.0008014026719,-612.7148878635888,65.69925860732015,132.9286286716194,-122.54297757271777,0.0219504406635463,3,16,-136.48655921822404,1384.772472757307,strategy column,66.7126846933663,66.70295010096314,-29.280083117652904,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2021-06,152.85997885360572,10,5,5,0.5,1.2400445268410543,789.6584131491818,-636.798434295576,15.285997885360572,157.93168262983636,-127.35968685911521,0.025478035882744894,5,5,220.57236725149522,-67.71238839788947,strategy column,38.663678377577966,38.66929571363079,-6.412321867068201,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2021-07,500.41489626421765,5,4,1,0.8,4.768245400172881,633.2127486124908,-132.79785234827315,100.08297925284353,158.3031871531227,-132.79785234827315,0.0,4,1,633.2127486124908,-132.79785234827315,strategy column,28.139218557945952,28.14438132829458,-3.3293139413016,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2021-08,-254.1660457760643,8,3,5,0.375,0.6326110886312845,437.6513659938311,-691.8174117698954,-31.770755722008037,145.88378866461036,-138.3634823539791,0.0434485284655891,3,5,-112.50974998259343,-141.6562957934709,strategy column,49.444288596814665,49.44759033384854,-0.6256979820202995,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2021-09,-219.33622717621503,8,3,5,0.375,0.6678145512987914,440.94623863854065,-660.2824658147557,-27.41702839702688,146.98207954618022,-132.05649316295114,0.03821785207107009,0,8,0.0,-219.33622717621503,strategy column,40.852390514257365,40.85729653098877,-13.128991852771701,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2021-10,792.8199571807309,12,9,3,0.75,2.862899744979749,1218.403759700039,-425.5838025193081,66.06832976506091,135.37819552222655,-141.86126750643604,0.026417081885392813,5,7,401.85208109163693,390.9678760890938,strategy column,62.65207971913072,62.64388774554329,-0.7535613573171993,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2021-11,238.12617226583734,14,8,6,0.5714285714285714,1.2997472692842176,1032.5493302631448,-794.4231579973074,17.00901230470267,129.0686662828931,-132.4038596662179,0.02890152714972829,2,12,9.990944190188316,228.13522807564914,strategy column,88.99793861403009,88.99228575089916,-39.6397031267503,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2021-12,-19.659008422769517,7,3,4,0.42857142857142855,0.9654394404316415,549.1688308338637,-568.8278392566332,-2.80842977468136,183.05627694462123,-142.2069598141583,0.028102115645930036,2,5,63.46582346348606,-83.12483188625558,strategy column,40.901298082377664,40.8926837614762,-0.06427351293450012,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2022-01,574.3265642667593,5,4,1,0.8,4.977596599236089,718.7169140516169,-144.39034978485765,114.86531285335187,179.67922851290422,-144.39034978485765,0.013719572728038736,1,4,194.31118749661567,380.0153767701436,strategy column,22.651126072029385,22.650075380585015,-0.06096541765709984,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2022-02,631.3832070950057,9,6,3,0.6666666666666666,2.4042219710804473,1081.015259646642,-449.6320525516362,70.15368967722286,180.16920994110703,-149.8773508505454,0.029104365023418115,5,4,576.0527764999698,55.33043059503592,strategy column,50.689089207702956,50.674818334901495,-0.9801188087687,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2022-03,66.39805630616698,6,3,3,0.5,1.1360409151449327,554.472223077459,-488.074166771292,11.066342717694496,184.824074359153,-162.691388923764,0.016431334838627114,4,2,-308.7582926447882,375.15634895095513,strategy column,45.724079072222324,45.721667056951276,4.318924689660001,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2022-04,-470.12241352648016,3,0,3,0.0,0.0,0.0,-470.12241352648016,-156.7074711754934,0.0,-156.7074711754934,0.03155848486916966,0,3,0.0,-470.12241352648016,strategy column,22.257369800234024,22.256054273096233,-0.08255674180499994,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2022-05,555.3981554262173,7,5,2,0.7142857142857143,2.8521876213595903,855.258789965244,-299.8606345390267,79.34259363231675,171.0517579930488,-149.93031726951335,0.028419948292772043,2,5,49.91872573937508,505.47942968684225,strategy column,28.241054672506642,28.218632642122344,5.667530729001003,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2022-06,34.865338948539176,11,5,6,0.45454545454545453,1.0375375585985434,963.6774474134768,-928.8121084649376,3.169576268049016,192.73548948269536,-154.8020180774896,0.052168028000591615,4,7,-277.9406133237855,312.8059522723247,strategy column,54.15083253031505,54.156805310755296,-1.6176011732999993,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2022-07,143.18845281668735,8,4,4,0.5,1.2297957169306346,766.3003834011454,-623.111930584458,17.898556602085918,191.57509585028635,-155.7779826461145,0.03099410280533535,6,2,451.006906027092,-307.81845321040464,strategy column,43.545565229529736,43.525120434978675,2.15906793899,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2022-08,201.173681038558,5,3,2,0.6,1.6261256786481586,522.4728832576773,-321.29920221911925,40.2347362077116,174.15762775255908,-160.64960110955963,0.01603095609408186,1,4,-163.6125061813356,364.78618721989363,strategy column,35.43621271981239,35.39989509390756,-0.3413050784269999,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2022-09,137.30713657519948,8,4,4,0.5,1.2089794267442457,794.3437583821844,-657.036621806985,17.163392071899935,198.5859395955461,-164.25915545174624,0.046414553377744694,2,6,16.708831188232864,120.59830538696667,strategy column,52.22499021577531,52.25142038577765,-1.2302326486530006,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2022-10,276.47609693225445,3,2,1,0.6666666666666666,2.5704784628521495,452.5218711800246,-176.0457742477701,92.15869897741815,226.2609355900123,-176.0457742477701,0.017241219548294204,3,0,276.47609693225445,0.0,strategy column,28.688792295514332,28.6516981946096,1.1869018009030001,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2022-11,277.89145883777803,5,3,2,0.6,1.860156121702352,600.9624128499376,-323.0709540121595,55.578291767555605,200.32080428331253,-161.53547700607976,0.015260489513205253,2,3,-5.001360992221208,282.8928198299992,strategy column,27.04816585464427,27.05185679631341,-9.949798441079,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2022-12,483.7163569365821,2,2,0,1.0,0.0,483.7163569365821,0.0,241.85817846829104,241.85817846829104,0.0,0.0,0,2,0.0,483.7163569365821,strategy column,20.297755732602326,20.32094665927098,-16.333177873844,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2023-01,118.18499103766106,6,3,3,0.5,1.270436013552689,555.2014574656246,-437.0164664279635,19.697498506276844,185.06715248854152,-145.67215547598784,0.03423431853890554,5,1,288.10407054686925,-169.91907950920825,strategy column,41.790472511698226,41.8282315169612,5.197464876160001,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2023-02,78.26307546599674,4,2,2,0.5,1.2130880086582678,445.54359940907955,-367.2805239430828,19.565768866499184,222.77179970453977,-183.6402619715414,0.0351614562179283,1,3,203.652026833008,-125.38895136701129,strategy column,52.92312178715217,52.97907868194163,-4.271004608014,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2023-03,530.5335200192267,8,5,3,0.625,1.9900096831217045,1066.420723007328,-535.8872029881013,66.31669000240333,213.28414460146558,-178.62906766270044,0.03339246302798759,5,3,282.64847032048726,247.88504969873938,strategy column,55.893528120764174,55.85607763269114,-3.812595440239999,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2023-04,307.487771393349,5,3,2,0.6,1.8218450594169764,681.6310090633343,-374.1432376699853,61.4975542786698,227.21033635444476,-187.07161883499265,0.0358328393150205,3,2,253.53342357084406,53.954347822505014,strategy column,44.4063006092712,44.419731508014465,1.12358155876,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2023-05,514.9559949890803,2,2,0,1.0,0.0,514.9559949890803,0.0,257.47799749454015,257.47799749454015,0.0,0.0,0,2,0.0,514.9559949890803,strategy column,22.46809470773149,22.435878918270355,-2.539905159784,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2023-06,78.25233700080958,6,3,3,0.5,1.1311951485133687,674.7098881185303,-596.4575511177208,13.042056166801595,224.9032960395101,-198.8191837059069,0.039361743231205094,5,1,279.6915888114928,-201.43925181068326,strategy column,65.98283747877176,65.98967750699984,5.2864800782609995,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2023-08,808.5287659822767,5,4,1,0.8,5.199530518507696,1001.0571360986552,-192.5283701163785,161.70575319645533,250.2642840246638,-192.5283701163785,0.018760475724605777,1,4,223.1940705391413,585.3346954431354,strategy column,61.725775321876725,61.747480803042045,-34.880939707486,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2023-09,249.56878977436384,1,1,0,1.0,0.0,249.56878977436384,0.0,249.56878977436384,249.56878977436384,0.0,0.0,1,0,249.56878977436384,0.0,strategy column,13.006385838542277,13.009397537309354,0.69870147165,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2023-10,39.47736911359854,2,1,1,0.5,1.1919499600404024,245.14226795123918,-205.66489883764064,19.73868455679927,245.14226795123918,-205.66489883764064,0.0,1,1,245.14226795123918,-205.66489883764064,strategy column,15.445830469427335,15.439204346595194,-0.3839249284680001,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2023-11,-163.51042334165427,3,1,2,0.3333333333333333,0.6092433115328156,254.93519299073475,-418.445616332389,-54.50347444721809,254.93519299073475,-209.2228081661945,0.021486727982906417,2,1,-418.445616332389,254.93519299073475,strategy column,31.146690033558205,31.179663951703958,2.8446559782,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2023-12,-151.17719176956098,8,4,4,0.5,0.8200372742778035,688.8700522521204,-840.0472440216814,-18.897148971195122,172.2175130630301,-210.01181100542036,0.06707790240989617,4,4,-407.4426715303173,256.2654797607563,strategy column,111.1344935291126,111.15398635359912,-8.080525468115999,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2024-01,-564.8216230158948,6,1,5,0.16666666666666666,0.31020408876395045,254.00263183332206,-818.8242548492169,-94.1369371693158,254.00263183332206,-163.7648509698434,0.04893376975783038,2,4,-212.98900867602498,-351.83261433986985,strategy column,51.177860646927485,51.20004225702247,5.475816883852,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2024-02,-167.60092203854245,11,5,6,0.45454545454545453,0.8440775336239913,907.2981988769192,-1074.8991209154615,-15.236447458049314,181.45963977538383,-179.14985348591026,0.03877631100962481,5,6,622.6171827349738,-790.2181047735162,strategy column,99.75526712164563,99.79685707025655,-3.8146401680479993,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2024-03,-627.4842217637399,16,7,9,0.4375,0.6397636849994157,1114.3840897714877,-1741.8683115352278,-39.217763860233745,159.19772711021253,-193.5409235039142,0.07875567776101647,3,13,-159.6210367763446,-467.86318498739536,strategy column,135.65011449109025,135.64835893408997,-52.558614296624,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2024-04,427.16056176296405,5,4,1,0.8,3.16404436556553,624.5504898808813,-197.38992811791732,85.43211235259281,156.13762247022032,-197.38992811791732,0.019263205168452403,1,4,-197.38992811791732,624.5504898808813,strategy column,52.34002636195371,52.344992453964316,-5.06754208321,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2024-05,-56.91534603251162,4,2,2,0.5,0.8528618360493659,329.9003141901289,-386.81566022264053,-14.228836508127905,164.95015709506444,-193.40783011132027,0.01948141837613691,3,1,132.34628948976527,-189.2616355222769,strategy column,32.989580611281696,32.97841779168215,1.8886571919200001,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2024-06,-359.3798820511799,4,1,3,0.25,0.40963018662817297,249.3570044075372,-608.7368864587171,-89.84497051279497,249.3570044075372,-202.91229548623903,0.0593926903118841,1,3,-196.16041590797585,-163.21946614320404,strategy column,51.477605245133816,51.49245409862275,-6.055508848448001,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2024-07,-551.355777033111,3,0,3,0.0,0.0,0.0,-551.355777033111,-183.78525901103703,0.0,-183.78525901103703,0.0375938058435541,1,2,-190.89573400175226,-360.46004303135874,strategy column,23.429838767295553,23.440179419694612,-1.67794643615,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2024-08,205.36476838556243,7,4,3,0.5714285714285714,1.3621071771026434,772.502846202091,-567.1380778165285,29.337824055080347,193.12571155052274,-189.04602593884283,0.03638967542251111,4,3,50.77348680595384,154.59128157960865,strategy column,58.21214492847966,58.22293986507039,-0.17227269219800023,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2024-09,-559.7168128017247,3,0,3,0.0,0.0,0.0,-559.7168128017247,-186.57227093390824,0.0,-186.57227093390824,0.038267184072573374,2,1,-375.62725160144214,-184.08956120028253,strategy column,30.99155399015101,31.001451719613712,1.475968921941,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2024-10,-468.57516095058907,3,0,3,0.0,0.0,0.0,-468.57516095058907,-156.191720316863,0.0,-156.191720316863,0.02849802236449656,2,1,-279.5946529000877,-188.9805080505013,strategy column,32.83854050364147,32.835336607046074,3.27050549,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2024-11,486.27502927957266,8,5,3,0.625,1.9338663160107399,1006.9866353655773,-520.7116060860046,60.78437865994658,201.39732707311546,-173.57053536200155,0.03249280408155264,4,4,452.6531879701726,33.621841309400054,strategy column,54.19853190729813,54.1943873648018,1.7634682545500002,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2024-12,437.0353028517791,6,4,2,0.6666666666666666,2.6203957944462384,706.7442865147079,-269.70898366292886,72.83921714196318,176.68607162867698,-134.85449183146443,0.025450913839885576,2,4,113.95687732046345,323.0784255313156,strategy column,34.7232241122362,34.72763900065333,-4.708595759035001,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2025-01,182.29705750759624,8,4,4,0.5,1.2470354136651405,920.2360226257806,-737.9389651181843,22.78713218844953,230.05900565644515,-184.48474127954609,0.03504782581751827,4,4,-322.5263705338275,504.8234280414237,strategy column,61.820500452825684,61.821503448952214,-6.146544602905999,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2025-02,133.0267632030579,6,3,3,0.5,1.2482884531061285,668.8018326389163,-535.7750694358584,22.17112720050965,222.93394421297208,-178.59168981195282,0.018166196020177834,2,4,61.301412307521986,71.72535089553588,strategy column,37.80300952066912,37.79986952584467,-1.6022277322730003,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2025-03,392.05177184002025,7,4,3,0.5714285714285714,1.7057032566017876,947.599402054863,-555.5476302148428,56.00739597714575,236.89985051371576,-185.1825434049476,0.03550966092303877,3,4,297.4525259670952,94.59924587292514,strategy column,49.115621238159854,49.12101054779451,0.8721421209979999,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2025-04,12.742572283740927,6,3,3,0.5,1.0225376566761317,578.132864045338,-565.3902917615972,2.1237620472901546,192.71095468177933,-188.46343058719904,0.05400822961412099,3,3,-263.59044265140875,276.33301493514966,strategy column,43.102022129369786,43.110604237853565,-3.868149643535,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2025-05,-577.3656548645123,3,0,3,0.0,0.0,0.0,-577.3656548645123,-192.45521828817076,0.0,-192.45521828817076,0.03906497389912355,1,2,-190.52960044388612,-386.83605442062617,strategy column,32.037696148789934,32.043459814420615,-1.0909688263499997,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2025-06,129.7013545215529,2,1,1,0.5,2.293587237833349,229.9662231969674,-100.26486867541449,64.85067726077645,229.9662231969674,-100.26486867541449,0.0,2,0,129.7013545215529,0.0,strategy column,17.493611753358575,17.49513707189422,0.15374044224,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2025-07,616.5481148363601,4,3,1,0.75,13.554180321795247,665.6590961216914,-49.11098128533124,154.13702870909003,221.88636537389712,-49.11098128533124,0.004705952043803709,3,1,388.03034129731003,228.5177735390501,strategy column,41.44772722435784,41.44845540120607,6.122805233776,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2025-08,516.2147760483839,2,2,0,1.0,0.0,516.2147760483839,0.0,258.10738802419195,258.10738802419195,0.0,0.0,0,2,0.0,516.2147760483839,strategy column,30.396917524423912,30.393671488679246,-3.9731424206399995,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2025-09,-573.5860492059161,4,1,3,0.25,0.10598442232370063,67.9979047300602,-641.5839539359763,-143.39651230147902,67.9979047300602,-213.86131797865878,0.03726054737997166,3,1,-374.0211193296417,-199.5649298762744,strategy column,58.34571098198747,58.36431274083798,-0.38535982698600013,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2025-10,-191.8527073568862,3,1,2,0.3333333333333333,0.5347077722340983,220.47463427541655,-412.32734163230276,-63.9509024522954,220.47463427541655,-206.16367081615138,0.0205639579193332,1,2,-206.39829723644252,14.545589879556303,strategy column,39.94335573069006,39.941028281996125,2.556352251542,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2025-11,-159.90598238215026,3,1,2,0.3333333333333333,0.5788212452629473,219.75700057619392,-379.6629829583442,-53.301994127383416,219.75700057619392,-189.8314914791721,0.0192821793922634,0,3,0.0,-159.90598238215026,strategy column,26.298633632967316,26.299037364285685,-1.627917185452,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2025-12,-311.8751908346779,8,3,5,0.375,0.6371843157393914,547.7215806507014,-859.5967714853793,-38.984398854334735,182.57386021690047,-171.91935429707587,0.08238559857962156,5,3,-153.22647078376713,-158.64872005091075,strategy column,70.21422187673814,70.2092705163972,1.190940777938,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2026-01,289.9028396610798,7,4,3,0.5714285714285714,1.6098269123980222,765.2882871827295,-475.3854475216498,41.41469138015425,191.32207179568238,-158.46181584054992,0.0192983192760623,3,4,-160.00819428363238,449.91103394471213,strategy column,62.14684820106821,62.14475663935653,5.451323650114001,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2026-02,820.866520166662,9,6,3,0.6666666666666666,2.4559223195965547,1384.6785512880267,-563.8120311213646,91.20739112962912,230.77975854800445,-187.93734370712153,0.01926810061876108,5,4,757.5425089483532,63.32401121830887,strategy column,70.1756991964906,70.17427986056052,-4.036212942218,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2026-03,575.3651566107717,6,4,2,0.6666666666666666,2.4285751113374126,978.1197279627273,-402.7545713519556,95.89419276846195,244.52993199068183,-201.3772856759778,0.01922352286967899,5,1,339.62229931786374,235.74285729290798,strategy column,49.436007037835275,49.421497948492444,2.557179369817,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2026-04,-623.2744942349851,3,0,3,0.0,0.0,0.0,-623.2744942349851,-207.75816474499504,0.0,-207.75816474499504,0.04250345172859904,3,0,-623.2744942349851,0.0,strategy column,40.492879814637305,40.48548075501483,-4.874156305035999,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BTCUSDT.P,2026-05,527.0197026303123,4,3,1,0.75,3.5473092503256227,733.9124081637858,-206.89270553347353,131.75492565757807,244.6374693879286,-206.89270553347353,0.0,1,3,242.38275753281812,284.63694509749416,strategy column,53.99961495415271,54.00436675631829,-10.584418653603,positive,not attributable without implemented PF8.1 sleeve logs
