strategy_id,source_sleeve,side,session,entry_time,exit_time,hold_time,entry_price,exit_price,net_pnl,R,expected_R,projected_net_R,cost_to_risk,fees,slippage,funding,reason,same_candle,month,year,drawdown_contribution,losing_cluster,winning_cluster,high_friction,low_quality,high_quality,live_known_improvement
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,OFF_HOURS,1580428800000,1580446800000,5,9520.9,9362.653323571454,92.34359478507584,0.9175546780056556,0.9175546780056556,0.9175546780056556,0.05,5.665065997071435,5.669392300921026,-3.06065492502,TP Hit,False,2020-01,2020,0.0,True,False,False,False,False,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,LONDON,1580641200000,1580688000000,13,9429.8,9321.369165263715,95.28021798033063,0.8780593233487872,0.8780593233487872,0.8780593233487872,0.05,8.053627156480765,8.081777292833532,-10.1917580983435,TP Hit,False,2020-02,2020,0.0,True,False,False,False,False,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,NEW_YORK,1580922000000,1580925600000,1,9573.5,9708.87644794337,-118.18937347638372,-1.0371732096820956,-1.0371732096820956,-1.0371732096820956,0.05,7.8575684025369235,7.882689957556931,0.0,SL Hit,False,2020-02,2020,1.136480311256321,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1580929200000,1580947200000,5,9700.8,9559.46513313769,-128.23861050950734,-1.0350203409695653,-1.0350203409695653,-1.0350203409695653,0.05,7.405571943691442,7.368653070224944,12.1465259487,SL Hit,False,2020-02,2020,1.2331113339563013,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,OFF_HOURS,1580950800000,1580990400000,11,9566.4,9728.27151343492,-107.7283128450318,-1.0309643387872476,-1.0309643387872476,-1.0309643387872476,0.05,6.338299592163371,6.334600122101954,-4.9595710738743,SL Hit,False,2020-02,2020,1.0358892928534216,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1583686800000,1583708400000,6,8282.2,8059.64991712362,127.98435727693784,1.3116481987854145,1.3116481987854145,1.3116481987854145,0.05,4.878042200261401,4.906033198661288,0.0,TP Hit,False,2020-03,2020,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1583996400000,1584007200000,3,7498.4,7223.839853594733,132.38265071431198,1.329752726028982,1.329752726028982,1.329752726028982,0.05,3.6363932438378974,3.635896745465028,-0.3863316339479999,TP Hit,False,2020-03,2020,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1584057600000,1584064800000,2,4759.9,3846.335711478464,138.99984659841357,1.36900424063236,1.36900424063236,1.36900424063236,0.05,0.6583770319281026,0.6582376331115334,0.1171125134531999,TP Hit,False,2020-03,2020,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),Funding Reversal Long,Long,NEW_YORK,1584126000000,1584306000000,50,4968.9,5877.398227162747,104.2333547411064,0.9912925724928529,0.9912925724928529,0.9912925724928529,0.05,0.6128158498346952,0.6158691193942878,-2.1858709215506,TP Hit,False,2020-03,2020,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,OFF_HOURS,1584309600000,1584309600000,0,5906.6,5588.189220852471,-107.9446718613994,-1.0088572780647846,-1.0088572780647846,-1.0088572780647846,0.05,1.9138824052719363,1.90658895474922,0.0,SL Hit,True,2020-03,2020,1.0379004893350232,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,LONDON,1584345600000,1584367200000,6,4780.7,5115.822327165053,-106.6522836148024,-1.0076876024522083,-1.0076876024522083,-1.0076876024522083,0.05,1.5438574830377485,1.5308694483136134,0.550260056268,SL Hit,False,2020-03,2020,1.0254740270518623,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),Funding Reversal Long,Long,LONDON,1584529200000,1584536400000,2,5078.3,5345.556009827437,98.26653068344626,0.9774197701700524,0.9774197701700524,0.9774197701700524,0.05,1.9544730018426448,1.947793148416963,0.0,TP Hit,False,2020-03,2020,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,LONDON,1584612000000,1584619200000,2,5592.0,5811.793498716342,54.165175297646826,1.0678567461427382,1.0678567461427382,1.0678567461427382,0.05,1.4425798775876173,1.449019657416089,0.0,TP Hit,False,2020-03,2020,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1584640800000,1584691200000,14,6305.8,6700.344453736225,138.89730953231614,1.3399418495965074,1.3399418495965074,1.3399418495965074,0.05,2.3215967849919164,2.335439789887056,-0.3665363334759,TP Hit,False,2020-03,2020,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1584968400000,1585036800000,19,6324.2,6714.020999104161,139.96506452089156,1.3510842107468914,1.3510842107468914,1.3510842107468914,0.05,2.392513553335613,2.396029172921875,0.706728597,TP Hit,False,2020-03,2020,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1585357200000,1585364400000,2,6295.3,6115.597593849994,110.69105879126568,1.0652136588809122,1.0652136588809122,1.0652136588809122,0.05,3.9590763324381486,3.959600682096594,0.0,TP Hit,False,2020-03,2020,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),Funding Reversal Long,Long,OFF_HOURS,1585530000000,1585544400000,4,5897.2,6044.783967717372,98.98747003772624,0.943342764320402,0.943342764320402,0.943342764320402,0.05,4.173723396717222,4.161778851142388,0.0,TP Hit,False,2020-03,2020,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),Funding Reversal Long,Long,NEW_YORK,1585746000000,1585771200000,7,6218.0,6345.198315204028,100.3972807931254,0.9282346439981334,0.9282346439981334,0.9282346439981334,0.05,5.088095317657632,5.0820908630891335,-2.45474079552,TP Hit,False,2020-04,2020,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,OFF_HOURS,1585785600000,1585843200000,16,6644.5,6868.886232000963,143.48018866094534,1.3263563410361414,1.3263563410361414,1.3263563410361414,0.05,4.445904070328318,4.419234067361799,-0.2799520746400001,TP Hit,False,2020-04,2020,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,LONDON,1586167200000,1586199600000,9,7101.4,7295.923033237843,143.3898990169944,1.3093301717904453,1.3093301717904453,1.3093301717904453,0.05,5.492578737180237,5.48580703069547,-0.4614033937001999,TP Hit,False,2020-04,2020,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,LONDON,1586505600000,1586707200000,56,6916.1,7062.546380774406,-118.9433828956937,-1.0246962334007388,-1.0246962334007388,-1.0246962334007388,0.05,5.619415845071312,5.6356447826793055,-4.418923092000001,SL Hit,False,2020-04,2020,1.0606748886589907,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Long,Long,LONDON,1587027600000,1587247200000,61,7043.1,7277.906029764426,146.429604693955,1.3214772928307847,1.3214772928307847,1.3214772928307847,0.05,4.561240420479971,4.54867265680832,-1.4194041544956,TP Hit,False,2020-04,2020,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1587412800000,1587488400000,21,6763.3,6916.714835724877,-123.35622621064104,-1.023050616442979,-1.023050616442979,-1.023050616442979,0.05,5.246285689500491,5.274374522239333,0.4407615201599998,SL Hit,False,2020-04,2020,1.0973366604737522,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1587657600000,1587826800000,47,7531.9,7712.310099151552,110.55561861099868,1.042921169869948,1.042921169869948,1.042921169869948,0.05,5.007723017571285,4.99851124819506,2.966093514,TP Hit,False,2020-04,2020,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,LONDON,1588161600000,1588165200000,1,8128.9,8248.443775905578,108.79393662522033,1.0047463905633196,1.0047463905633196,1.0047463905633196,0.05,8.000332434529874,7.988230474766869,0.0,TP Hit,False,2020-04,2020,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1588194000000,1588215600000,6,8925.4,9268.842908578174,148.93395864054855,1.3293328514399123,1.3293328514399123,1.3293328514399123,0.05,4.066413290067223,4.084122701417422,0.5186082038279999,TP Hit,False,2020-04,2020,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,LONDON,1588237200000,1588237200000,0,9116.3,8751.188937433835,109.34643665591626,0.961060190336939,0.961060190336939,0.961060190336939,0.05,2.742659551896094,2.751766183803851,0.0,TP Hit,True,2020-04,2020,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,NEW_YORK,1588784400000,1588806000000,6,9268.1,9077.140859988927,105.25439483744448,0.932347375159142,0.932347375159142,0.932347375159142,0.05,5.3109472289667945,5.3246590194570445,0.0,TP Hit,False,2020-05,2020,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1588874400000,1589007600000,37,9844.5,9603.148074448218,-133.15859283935367,-1.0203086775212007,-1.0203086775212007,-1.0203086775212007,0.05,4.910531138798175,4.890407892743724,6.3653392969055,SL Hit,False,2020-05,2020,1.1380153810162636,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1589072400000,1589198400000,35,8690.5,9082.13037029555,-120.30091491165147,-1.0117253799518084,-1.0117253799518084,-1.0117253799518084,0.05,2.692553501099776,2.6842151235377365,-1.055640789,SL Hit,False,2020-05,2020,1.0281296054619127,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Long,Long,LONDON,1589446800000,1589450400000,1,9609.8,9865.084522504214,147.32824814577754,1.305156525940599,1.305156525940599,1.305156525940599,0.05,5.842465356751264,5.8350058596806775,0.0,TP Hit,False,2020-05,2020,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1590080400000,1590202800000,34,9075.7,9289.3860451751,-62.51965604309934,-1.0222076648507503,-1.0222076648507503,-1.0222076648507503,0.05,2.5986596753922764,2.59012122977703,-0.5521544168457,SL Hit,False,2020-05,2020,0.5343127219640179,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1590364800000,1590426000000,17,8707.0,8895.707919962664,-63.4517378091842,-1.0241266467106198,-1.0241266467106198,-1.0241266467106198,0.05,2.825234621154008,2.829817597355306,0.0512608800149999,SL Hit,False,2020-05,2020,0.5422785870542947,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Long,Long,OFF_HOURS,1591056000000,1591106400000,14,10237.5,10023.130728652082,-129.88231622824074,-1.0239500734910576,-1.0239500734910576,-1.0239500734910576,0.05,5.683106919386909,5.668384616694628,3.938048082672,SL Hit,False,2020-06,2020,1.1100152865694224,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),ATR Expansion Short,Short,NEW_YORK,1591110000000,1591282800000,48,9579.7,9849.088306630898,-119.57452820976712,-1.0186113865364814,-1.0186113865364814,-1.0186113865364814,0.05,4.2451902449988514,4.235440319837722,-2.3933520329338,SL Hit,False,2020-06,2020,1.021921675341268,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1591894800000,1591894800000,0,9086.7,9276.409101482335,-59.07052484182402,-1.0250489332590382,-1.0250489332590382,-1.0250489332590382,0.05,2.726921701570128,2.7371183224087634,0.0,SL Hit,True,2020-06,2020,0.5048353576084945,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),Low-Activity Filler Short,Short,NEW_YORK,1595098800000,1595152800000,15,9179.7,9122.678957140315,146.4242554867608,1.3388345669496275,1.3388345669496275,1.3388345669496275,0.05,26.95940420386769,26.98259060855644,-5.399667426000001,TP Hit,False,2020-07,2020,0.0,True,False,True,False,True,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,NEW_YORK,1595782800000,1595811600000,8,9901.7,10076.821428694797,-123.59134628975808,-1.0296080012948838,-1.0296080012948838,-1.0296080012948838,0.05,6.8426435893279685,6.874586546054417,-3.209475955504,SL Hit,False,2020-07,2020,1.056250671017039,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,OFF_HOURS,1595833200000,1595865600000,9,10283.8,10493.977745912049,-115.56803180580204,-1.0255905929502989,-1.0255905929502989,-1.0255905929502989,0.05,5.817777768855374,5.815245346182637,-7.9492836738,SL Hit,False,2020-07,2020,0.9876808919680218,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1595869200000,1595883600000,4,10732.1,10997.518872831084,113.27655821062734,1.0438123353485012,1.0438123353485012,1.0438123353485012,0.05,4.834840199204916,4.851172035222025,0.0,TP Hit,False,2020-07,2020,0.0,True,False,False,False,False,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,OFF_HOURS,1595894400000,1595930400000,10,11042.1,10648.865993461672,114.40046763802012,0.9602414047038952,0.9602414047038952,0.9602414047038952,0.05,3.004198790094442,2.992090874657059,-8.478846616998,TP Hit,False,2020-07,2020,0.0,True,False,False,False,False,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,NEW_YORK,1595952000000,1596258000000,85,11159.5,11548.713954637991,-95.05335926051,-1.015051726116987,-1.015051726116987,-1.015051726116987,0.05,3.39487798621838,3.391099901267686,-24.71649116246829,SL Hit,False,2020-07,2020,0.8123560226130289,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,LONDON,1596279600000,1596308400000,8,11632.1,11879.882165743216,-121.57821037515323,-1.0245486483288242,-1.0245486483288242,-1.0245486483288242,0.05,5.584095764364013,5.594061983372466,-1.7024141172374998,SL Hit,False,2020-08,2020,1.039045775816168,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,OFF_HOURS,1596330000000,1596340800000,3,11790.5,12044.340478348671,-121.71711755323412,-1.024288308669146,-1.024288308669146,-1.024288308669146,0.05,5.458178469541847,5.449815581750674,0.0,SL Hit,False,2020-08,2020,1.0402329204218512,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,NEW_YORK,1598979600000,1599015600000,10,12002.0,11862.693972395413,47.52991583444064,0.885976722593607,0.885976722593607,0.885976722593607,0.05,4.319509609003569,4.318074571717672,-1.420643450583,TP Hit,False,2020-09,2020,0.0,True,False,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1599055200000,1599134400000,22,11342.0,11072.87830607812,36.800978338375074,1.29705288191602,1.29705288191602,1.29705288191602,0.05,1.5242117248133122,1.523699435095725,-1.7246396898128,TP Hit,False,2020-09,2020,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1599177600000,1599210000000,9,10136.3,10489.253189335292,-115.83323690807512,-1.01507574630024,-1.01507574630024,-1.01507574630024,0.05,3.320714063482982,3.330125800582879,-1.138404121372,SL Hit,False,2020-09,2020,0.9899474185141146,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1600704000000,1600891200000,52,10410.4,10188.115110518134,141.73285158485888,1.2873229042992862,1.2873229042992862,1.2873229042992862,0.05,6.715115926028912,6.716585693182729,-3.5182195687116007,TP Hit,False,2020-09,2020,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),ATR Expansion Long,Long,NEW_YORK,1602511200000,1602536400000,7,11497.7,11712.501898130453,148.09651492295663,1.371594941456959,1.371594941456959,1.371594941456959,0.05,8.50653899566481,8.472879335331964,0.8467374110000001,TP Hit,False,2020-10,2020,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),ATR Expansion Short,Short,NEW_YORK,1602597600000,1602680400000,23,11345.3,11517.510032301208,-125.61321545819972,-1.034579353515558,-1.034579353515558,-1.034579353515558,0.05,7.967689296256971,7.977776323094818,-2.3848663520000004,SL Hit,False,2020-10,2020,1.0735302033628416,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1603292400000,1603317600000,7,12744.3,13052.914279645664,141.3324919228039,1.3029259767147798,1.3029259767147798,1.3029259767147798,0.05,6.191331427114958,6.1918665603947005,0.61103088,TP Hit,False,2020-10,2020,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1603897200000,1603980000000,23,13058.9,13361.718761270517,-123.85457390770384,-1.0225484319767923,-1.0225484319767923,-1.0225484319767923,0.05,5.12560003968648,5.140038000685513,1.2352944950568,SL Hit,False,2020-10,2020,1.0585002973576536,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1604581200000,1604592000000,3,14873.9,15276.334340311554,142.37909211417616,1.3063125375574731,1.3063125375574731,1.3063125375574731,0.05,5.562718235787481,5.5726336326034165,0.5564612250000001,TP Hit,False,2020-11,2020,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,OFF_HOURS,1604617200000,1604764800000,41,15555.2,15129.283336489558,-127.41425888776068,-1.0180912101460613,-1.0180912101460613,-1.0180912101460613,0.05,4.20377421709907,4.199988691444819,6.509318868800201,SL Hit,False,2020-11,2020,1.0889224892154818,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1604779200000,1604797200000,5,14647.4,15077.84678598444,-118.9456296691516,-1.0178173293840744,-1.0178173293840744,-1.0178173293840744,0.05,3.983183069321915,3.9838617584422975,-0.397292044,SL Hit,False,2020-11,2020,1.016546909830021,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1605632400000,1605672000000,11,17678.8,18121.18718214053,140.34310226641946,1.3003781952002222,1.3003781952002222,1.3003781952002222,0.05,5.942797872235328,5.934541883175742,0.586644332,TP Hit,False,2020-11,2020,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,LONDON,1605693600000,1605711600000,5,18113.4,17498.18770881123,105.14354353084828,0.9582790558763838,0.9582790558763838,0.9582790558763838,0.05,3.1338197183753884,3.1265909828832954,0.0,TP Hit,False,2020-11,2020,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,OFF_HOURS,1605848400000,1605880800000,9,18200.1,18620.509193988564,-120.56740852695624,-1.0226356616016592,-1.0226356616016592,-1.0226356616016592,0.05,5.1364749825614044,5.129582901111073,-1.863231578415,SL Hit,False,2020-11,2020,1.0304071440472395,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,NEW_YORK,1605902400000,1606035600000,37,18630.7,18235.412410484965,110.21243518706264,0.9344843943147468,0.9344843943147468,0.9344843943147468,0.05,4.958492119210229,4.953137250584413,-8.8385657267283,TP Hit,False,2020-11,2020,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,LONDON,1606129200000,1606136400000,2,18770.4,18392.27619817551,102.11005969801458,0.9326825125847662,0.9326825125847662,0.9326825125847662,0.05,5.277100020140923,5.274318021129743,0.0,TP Hit,False,2020-11,2020,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,LONDON,1606212000000,1606309200000,27,19023.8,19483.60334080717,-112.00025710427234,-1.0216344366949075,-1.0216344366949075,-1.0216344366949075,0.05,4.948201329293722,4.938751833376413,-11.1174028124654,SL Hit,False,2020-11,2020,0.9571895627960484,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1606363200000,1606377600000,4,17921.0,17115.932442938712,150.82168006048545,1.338906643288555,1.338906643288555,1.338906643288555,0.05,3.328508582079178,3.3352009815879136,-1.18735280092,TP Hit,False,2020-11,2020,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1606748400000,1606755600000,2,19573.5,19138.29991249228,-126.1106222748,-1.0224937704405417,-1.0224937704405417,-1.0224937704405417,0.05,5.303516588011442,5.308458717369184,1.5622817096730004,SL Hit,False,2020-11,2020,1.0777811990803794,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,OFF_HOURS,1606784400000,1606820400000,10,19576.9,19029.46860501659,106.34629287433182,0.9454424642764884,0.9454424642764884,0.9454424642764884,0.05,3.822030491896643,3.817435903943705,-1.7769071595132,TP Hit,False,2020-12,2020,0.0,True,False,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1606831200000,1606834800000,1,18755.7,19479.77589230877,-119.6541744710435,-1.0136279762495073,-1.0136279762495073,-1.0136279762495073,0.05,3.0779558093308568,3.079128290185512,0.0,SL Hit,False,2020-12,2020,1.0226023574395111,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),ATR Expansion Short,Short,NEW_YORK,1606849200000,1607007600000,44,18740.0,19577.19667711487,-115.97629388777284,-1.011824453849047,-1.011824453849047,-1.011824453849047,0.05,2.6247279723823684,2.6309077884875043,-1.3443788493466,SL Hit,False,2020-12,2020,0.9911700286347709,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1608130800000,1608152400000,6,20683.6,21226.42211911339,140.38372539329066,1.3040932652054935,1.3040932652054935,1.3040932652054935,0.05,5.741673030318535,5.739894567601798,2.6078622134604004,TP Hit,False,2020-12,2020,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,OFF_HOURS,1608156000000,1608166800000,3,21194.9,21706.776222558943,-121.64305494448064,-1.0216514017856255,-1.0216514017856255,-1.0216514017856255,0.05,4.912241927483,4.91387378558936,-0.488841949,SL Hit,False,2020-12,2020,1.039599957981182,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Long,Long,LONDON,1608195600000,1608195600000,0,22933.3,22301.20737939946,-119.81190699511365,-1.0179667049364831,-1.0179667049364831,-1.0179667049364831,0.05,4.13895742521505,4.144251265847354,0.0,SL Hit,True,2020-12,2020,1.023950389396374,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,NEW_YORK,1608228000000,1608393600000,46,23016.4,24011.1738379404,-109.38727163437242,-1.012209912007214,-1.012209912007214,-1.012209912007214,0.05,2.6570579218436325,2.6588433451708404,-5.6792299747364,SL Hit,False,2020-12,2020,0.9348581638850854,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1609596000000,1609603200000,2,31626.5,32598.789021495904,141.93521673002294,1.3337804209563042,1.3337804209563042,1.3337804209563042,0.05,4.881121965633689,4.8788273393029815,0.9715925717208,TP Hit,False,2021-01,2021,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,NEW_YORK,1609617600000,1609617600000,0,33098.9,32054.01830427113,104.26743936740392,0.955171339330748,0.955171339330748,0.955171339330748,0.05,3.355375292669963,3.350486964187901,0.0,TP Hit,True,2021-01,2021,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),Funding Reversal Short,Short,OFF_HOURS,1609639200000,1609650000000,3,32594.7,34030.36104052918,-117.51788568395524,-1.011987893331214,-1.011987893331214,-1.011987893331214,0.05,2.665002441621167,2.666934174533526,0.0,SL Hit,False,2021-01,2021,1.0043449589032258,False,True,False,True,False,filter_off_hours
