timestamp,event_type,symbol,details
1588377600000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000203 | Cost: $-0.4386
1588406400000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000288 | Cost: $-0.6199
1588435200000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000655 | Cost: $-1.4228
1588464000000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000205 | Cost: $-0.4476
1588467600000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 218.49508762194347 | PnL: $-93.41
1590073200000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 199.17
1590076800000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 10.6530 | SL: 203.56 | TP: 193.08
1590076800000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.2122
1590084000000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: TP Hit | Exit Price: 193.17270724463253 | PnL: $61.27
1591084800000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 248.69
1591088400000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 9.5770 | SL: 253.60 | TP: 243.78
1591092000000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 253.72901599633312 | PnL: $-51.53
1591106400000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 234.0
1591110000000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 11.3470 | SL: 242.25 | TP: 222.55
1591113600000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.2650
1591142400000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.2698
1591171200000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.2687
1591200000000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.2716
1591207200000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 242.367799607703 | PnL: $-97.71
1591891200000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 225.61
1591894800000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 17.4070 | SL: 230.93 | TP: 218.22
