strategy,entry_time,entry_datetime,exit_time,exit_datetime,side,entry_price,exit_price,raw_exit_price,stop_loss,take_profit,size,gross_pnl,fees,entry_slippage,exit_slippage,slippage,funding,net_pnl,capital_after,reason,R,hold_candles,is_limit,is_fallback_market,is_partial_fill,is_adverse_selection,exit_datetime_parsed,month,same_candle,session
BB Expansion Short,1583686800000,2020-03-08 17:00:00+00:00,1583708400000,2020-03-08 23:00:00+00:00,Short,8282.2,8059.64991712362,8055.622106070585,8451.87208362918,8055.622106070585,0.597,132.86239947719923,4.878042200261401,2.501429999999218,2.40460319866207,4.906033198661288,0.0,127.98435727693784,10024.675213475864,TP Hit,1.3116481987854145,6,False,False,False,False,2020-03-08 23:00:00,2020-03,False,NEW_YORK
BB Expansion Short,1583996400000,2020-03-12 07:00:00+00:00,1584007200000,2020-03-12 10:00:00+00:00,Short,7498.4,7223.839853594733,7220.22973872537,7704.874588117733,7220.22973872537,0.494,135.6327123242019,3.6363932438378983,1.8525,1.7833967454650284,3.635896745465028,-0.3863316339479999,132.38265071431198,10157.057864190176,TP Hit,1.329752726028982,3,False,False,False,False,2020-03-12 10:00:00,2020-03,False,OFF_HOURS
BB Expansion Short,1584057600000,2020-03-13 00:00:00+00:00,1584064800000,2020-03-13 02:00:00+00:00,Short,4759.9,3846.335711478464,3844.4135047261016,5427.220276597206,3844.4135047261016,0.153,139.77533614379487,0.6583770319281026,0.3641400000000167,0.2940976331115166,0.6582376331115334,0.1171125134531999,138.99984659841357,10296.057710788593,TP Hit,1.36900424063236,2,False,False,False,False,2020-03-13 02:00:00,2020-03,False,OFF_HOURS
Funding Reversal Long,1584126000000,2020-03-13 19:00:00+00:00,1584306000000,2020-03-15 21:00:00+00:00,Long,4968.9,5877.398227162747,5880.338396360928,4052.4216036390726,5880.338396360928,0.113,102.6602996693905,0.6128158498346952,0.2836299999999219,0.3322391193943658,0.6158691193942878,-2.1858709215506,104.2333547411064,10400.2910655297,TP Hit,0.9912925724928529,50,False,False,False,False,2020-03-15 21:00:00,2020-03,False,NEW_YORK
BB Expansion Long,1584309600000,2020-03-15 22:00:00+00:00,1584309600000,2020-03-15 22:00:00+00:00,Long,5906.6,5588.189220852471,5590.9847132090745,5590.9847132090745,6337.38178720962,0.333,-106.03078945612744,1.9138824052719363,0.975690000000097,0.9308989547491228,1.90658895474922,0.0,-107.9446718613994,10292.3463936683,SL Hit,-1.0088572780647846,0,False,False,False,False,2020-03-15 22:00:00,2020-03,True,OFF_HOURS
BB Expansion Short,1584345600000,2020-03-16 08:00:00+00:00,1584367200000,2020-03-16 14:00:00+00:00,Short,4780.7,5115.822327165053,5113.265694317895,5113.265694317895,4326.280424558479,0.312,-104.55816607549664,1.5438574830377485,0.7332000000001135,0.7976694483134997,1.5308694483136134,0.550260056268,-106.6522836148024,10185.694110053497,SL Hit,-1.0076876024522083,6,False,False,False,False,2020-03-16 14:00:00,2020-03,False,LONDON
Funding Reversal Long,1584529200000,2020-03-18 11:00:00+00:00,1584536400000,2020-03-18 13:00:00+00:00,Long,5078.3,5345.556009827437,5348.230124889882,4804.869875110118,5348.230124889882,0.375,100.2210036852889,1.9544730018426448,0.9450000000001636,1.0027931484167991,1.947793148416963,0.0,98.26653068344626,10283.960640736945,TP Hit,0.9774197701700524,2,False,False,False,False,2020-03-18 13:00:00,2020-03,False,LONDON
BB Expansion Long,1584612000000,2020-03-19 10:00:00+00:00,1584619200000,2020-03-19 12:00:00+00:00,Long,5592.0,5811.793498716342,5814.700849140912,5386.173235773179,5814.700849140912,0.253,55.607755175234445,1.4425798775876173,0.7134599999999264,0.7355596574161627,1.449019657416089,0.0,54.165175297646826,10338.12581603459,TP Hit,1.0678567461427382,2,False,False,False,False,2020-03-19 12:00:00,2020-03,False,LONDON
BB Expansion Long,1584640800000,2020-03-19 18:00:00+00:00,1584691200000,2020-03-20 08:00:00+00:00,Long,6305.8,6700.344453736225,6703.696301887168,6011.351062641239,6703.696301887168,0.357,140.85236998383218,2.3215967849919164,1.138830000000182,1.1966097898868735,2.335439789887056,-0.3665363334759,138.89730953231614,10477.023125566904,TP Hit,1.3399418495965074,14,False,False,False,False,2020-03-20 08:00:00,2020-03,False,NEW_YORK
BB Expansion Long,1584968400000,2020-03-23 13:00:00+00:00,1585036800000,2020-03-24 08:00:00+00:00,Long,6324.2,6714.020999104161,6717.379688948635,6035.675423956983,6717.379688948635,0.367,143.06430667122717,2.392513553335613,1.1633900000000266,1.2326391729218484,2.396029172921875,0.706728597,139.96506452089156,10616.988190087795,TP Hit,1.3510842107468914,19,False,False,False,False,2020-03-24 08:00:00,2020-03,False,NEW_YORK
BB Expansion Short,1585357200000,2020-03-28 01:00:00+00:00,1585364400000,2020-03-28 03:00:00+00:00,Short,6295.3,6115.597593849994,6112.5413231884,6464.00080913044,6112.5413231884,0.638,114.65013512370383,3.9590763324381486,2.009699999999768,1.949900682096826,3.959600682096594,0.0,110.69105879126568,10727.679248879063,TP Hit,1.0652136588809122,2,False,False,False,False,2020-03-28 03:00:00,2020-03,False,OFF_HOURS
Funding Reversal Long,1585530000000,2020-03-30 01:00:00+00:00,1585544400000,2020-03-30 05:00:00+00:00,Long,5897.2,6044.783967717372,6047.807871653199,5740.7521283468,6047.807871653199,0.699,103.16119343444343,4.173723396717222,2.0480699999995675,2.11370885114282,4.161778851142388,0.0,98.98747003772624,10826.666718916793,TP Hit,0.943342764320402,4,False,False,False,False,2020-03-30 05:00:00,2020-03,False,OFF_HOURS
Funding Reversal Long,1585746000000,2020-04-01 13:00:00+00:00,1585771200000,2020-04-01 20:00:00+00:00,Long,6218.0,6345.198315204028,6348.372501454755,6080.967498545245,6348.372501454755,0.81,103.030635315263,5.088095317657632,2.511000000000295,2.571090863088839,5.0820908630891335,-2.45474079552,100.3972807931254,10927.063999709915,TP Hit,0.9282346439981334,7,False,False,False,False,2020-04-01 20:00:00,2020-04,False,NEW_YORK
BB Expansion Long,1585785600000,2020-04-02 00:00:00+00:00,1585843200000,2020-04-02 16:00:00+00:00,Long,6644.5,6868.886232000963,6872.322393197562,6475.325076897756,6872.322393197562,0.658,147.64614065663366,4.445904070328318,2.1582399999998327,2.260994067361966,4.419234067361799,-0.2799520746400001,143.48018866094534,11070.54418837086,TP Hit,1.3263563410361414,16,False,False,False,False,2020-04-02 16:00:00,2020-04,False,OFF_HOURS
BB Expansion Long,1586167200000,2020-04-06 10:00:00+00:00,1586199600000,2020-04-06 19:00:00+00:00,Long,7101.4,7295.923033237843,7299.572819647667,6952.83316985368,7299.572819647667,0.763,148.42107436047442,5.492578737180237,2.701019999999972,2.7847870306954974,5.48580703069547,-0.4614033937001999,143.3898990169944,11213.934087387854,TP Hit,1.3093301717904453,9,False,False,False,False,2020-04-06 19:00:00,2020-04,False,LONDON
BB Expansion Short,1586505600000,2020-04-10 08:00:00+00:00,1586707200000,2020-04-12 16:00:00+00:00,Short,6916.1,7062.546380774406,7059.016872338238,7059.016872338238,6725.917677308003,0.804,-117.7428901426224,5.619415845071312,2.797919999999649,2.837724782679656,5.6356447826793055,-4.418923092000001,-118.9433828956937,11094.990704492162,SL Hit,-1.0246962334007388,56,False,False,False,False,2020-04-12 16:00:00,2020-04,False,LONDON
BB Expansion Long,1587027600000,2020-04-16 09:00:00+00:00,1587247200000,2020-04-18 22:00:00+00:00,Long,7043.1,7277.906029764426,7281.546803166009,6865.415501720473,7281.546803166009,0.637,149.5714409599394,4.561240420479971,2.2295,2.31917265680832,4.54867265680832,-1.4194041544956,146.429604693955,11241.420309186116,TP Hit,1.3214772928307847,61,False,False,False,False,2020-04-18 22:00:00,2020-04,False,LONDON
BB Expansion Short,1587412800000,2020-04-20 20:00:00+00:00,1587488400000,2020-04-21 17:00:00+00:00,Short,6763.3,6916.714835724877,6913.258206621566,6913.258206621566,6603.87865930937,0.767,-117.66917900098056,5.246285689500491,2.623140000000056,2.651234522239277,5.274374522239333,0.4407615201599998,-123.35622621064104,11118.064082975476,SL Hit,-1.023050616442979,21,False,False,False,False,2020-04-21 17:00:00,2020-04,False,NEW_YORK
BB Expansion Long,1587657600000,2020-04-23 16:00:00+00:00,1587826800000,2020-04-25 15:00:00+00:00,Long,7531.9,7712.310099151552,7716.168183243173,7358.914635081144,7716.168183243173,0.657,118.52943514256997,5.007723017571285,2.46375,2.534761248195059,4.99851124819506,2.966093514,110.55561861099868,11228.619701586473,TP Hit,1.042921169869948,47,False,False,False,False,2020-04-25 15:00:00,2020-04,False,NEW_YORK
BB Expansion Long,1588161600000,2020-04-29 12:00:00+00:00,1588165200000,2020-04-29 13:00:00+00:00,Long,8128.9,8248.443775905578,8252.570060936047,8009.920945157558,8252.570060936047,0.977,116.7942690597502,8.000332434529874,3.956849999999289,4.03138047476758,7.988230474766869,0.0,108.79393662522033,11337.413638211692,TP Hit,1.0047463905633196,1,False,False,False,False,2020-04-29 13:00:00,2020-04,False,LONDON
BB Expansion Long,1588194000000,2020-04-29 21:00:00+00:00,1588215600000,2020-04-30 03:00:00+00:00,Long,8925.4,9268.842908578174,9273.479648402374,8667.04265315029,9273.479648402374,0.447,153.51898013444375,4.066413290067223,2.0115,2.072622701417422,4.084122701417422,0.5186082038279999,148.93395864054855,11486.347596852242,TP Hit,1.3293328514399123,6,False,False,False,False,2020-04-30 03:00:00,2020-04,False,NEW_YORK
Funding Reversal Short,1588237200000,2020-04-30 09:00:00+00:00,1588237200000,2020-04-30 09:00:00+00:00,Short,9116.3,8751.188937433835,8746.815529669002,9496.204470330998,8746.815529669002,0.307,112.08909620781236,2.742659551896094,1.4091300000000446,1.3426361838038066,2.751766183803851,0.0,109.34643665591626,11595.694033508156,TP Hit,0.961060190336939,0,False,False,False,False,2020-04-30 09:00:00,2020-04,True,LONDON
Funding Reversal Short,1588784400000,2020-05-06 17:00:00+00:00,1588806000000,2020-05-06 23:00:00+00:00,Short,9268.1,9077.140859988927,9072.604557710072,9472.915442289928,9072.604557710072,0.579,110.56534206641128,5.3109472289667945,2.698139999999916,2.6265190194571293,5.3246590194570445,0.0,105.25439483744448,11700.9484283456,TP Hit,0.932347375159142,6,False,False,False,False,2020-05-06 23:00:00,2020-05,False,NEW_YORK
BB Expansion Long,1588874400000,2020-05-07 18:00:00+00:00,1589007600000,2020-05-09 07:00:00+00:00,Long,9844.5,9603.148074448218,9607.952050473454,9607.952050473454,10161.381041009094,0.505,-121.88272240365,4.910531138798175,2.464399999999596,2.426007892744128,4.890407892743724,6.3653392969055,-133.15859283935367,11567.789835506244,SL Hit,-1.0203086775212007,37,False,False,False,False,2020-05-09 07:00:00,2020-05,False,NEW_YORK
BB Expansion Short,1589072400000,2020-05-10 01:00:00+00:00,1589198400000,2020-05-11 12:00:00+00:00,Short,8690.5,9082.13037029555,9077.591574508297,9077.591574508297,8165.629479849588,0.303,-118.6640021995517,2.692553501099776,1.3089599999999115,1.375255123537825,2.6842151235377365,-1.055640789,-120.30091491165147,11447.488920594593,SL Hit,-1.0117253799518084,35,False,False,False,False,2020-05-11 12:00:00,2020-05,False,OFF_HOURS
BB Expansion Long,1589446800000,2020-05-14 09:00:00+00:00,1589450400000,2020-05-14 10:00:00+00:00,Long,9609.8,9865.084522504214,9870.01953227035,9414.203136765347,9870.01953227035,0.6,153.1707135025288,5.842465356751264,2.873999999999433,2.961005859681245,5.8350058596806775,0.0,147.32824814577754,11594.81716874037,TP Hit,1.305156525940599,1,False,False,False,False,2020-05-14 10:00:00,2020-05,False,LONDON
BB Expansion Short,1590080400000,2020-05-21 17:00:00+00:00,1590202800000,2020-05-23 03:00:00+00:00,Short,9075.7,9289.3860451751,9284.74367333843,9284.74367333843,8795.657675918848,0.283,-60.473150784552764,2.5986596753922764,1.2763299999995468,1.3137912297774836,2.59012122977703,-0.5521544168457,-62.51965604309934,11532.297512697269,SL Hit,-1.0222076648507503,34,False,False,False,False,2020-05-23 03:00:00,2020-05,False,NEW_YORK
BB Expansion Short,1590364800000,2020-05-25 00:00:00+00:00,1590426000000,2020-05-25 17:00:00+00:00,Short,8707.0,8895.707919962664,8891.262288818256,8891.262288818256,8511.489679090828,0.321,-60.5752423080152,2.825234621154008,1.402770000000257,1.4270475973550492,2.829817597355306,0.0512608800149999,-63.4517378091842,11468.845774888085,SL Hit,-1.0241266467106198,17,False,False,False,False,2020-05-25 17:00:00,2020-05,False,OFF_HOURS
BB Expansion Long,1591056000000,2020-06-02 00:00:00+00:00,1591106400000,2020-06-02 14:00:00+00:00,Long,10237.5,10023.130728652082,10028.144801052607,10028.144801052607,10516.278887426932,0.561,-120.26116122618184,5.683106919386909,2.855490000000082,2.8128946166945465,5.668384616694628,3.938048082672,-129.88231622824074,11338.963458659842,SL Hit,-1.0239500734910576,14,False,False,False,False,2020-06-02 14:00:00,2020-06,False,OFF_HOURS
ATR Expansion Short,1591110000000,2020-06-02 15:00:00+00:00,1591282800000,2020-06-04 15:00:00+00:00,Short,9579.7,9849.088306630898,9844.16622351914,9844.16622351914,9194.92566472129,0.437,-117.72268999770208,4.2451902449988514,2.084489999999396,2.1509503198383264,4.235440319837722,-2.3933520329338,-119.57452820976712,11219.388930450075,SL Hit,-1.0186113865364814,48,False,False,False,False,2020-06-04 15:00:00,2020-06,False,NEW_YORK
BB Expansion Short,1591894800000,2020-06-11 17:00:00+00:00,1591894800000,2020-06-11 17:00:00+00:00,Short,9086.7,9276.409101482335,9271.7732148749,9271.7732148749,8820.838868229306,0.297,-56.34360314025389,2.7269217015701277,1.3602599999999785,1.3768583224087851,2.7371183224087634,0.0,-59.07052484182402,11160.318405608252,SL Hit,-1.0250489332590382,0,False,False,False,False,2020-06-11 17:00:00,2020-06,True,NEW_YORK
Low-Activity Filler Short,1595098800000,2020-07-18 19:00:00+00:00,1595152800000,2020-07-19 10:00:00+00:00,Short,9179.7,9122.678957140315,9118.119897191722,9222.290058747589,9118.119897191722,2.946,167.98399226462848,26.95940420386769,13.551599999995714,13.430990608560723,26.98259060855644,-5.399667426000001,146.4242554867608,11306.742661095011,TP Hit,1.3388345669496275,15,False,False,False,False,2020-07-19 10:00:00,2020-07,False,NEW_YORK
Funding Reversal Short,1595782800000,2020-07-26 17:00:00+00:00,1595811600000,2020-07-27 01:00:00+00:00,Short,9901.7,10076.821428694797,10071.785535926832,10071.785535926832,9741.594464073169,0.685,-119.9581786559341,6.8426435893279685,3.4250000000000003,3.449586546054416,6.874586546054417,-3.209475955504,-123.59134628975808,11183.151314805256,SL Hit,-1.0296080012948838,8,False,False,False,False,2020-07-27 01:00:00,2020-07,False,NEW_YORK
Funding Reversal Short,1595833200000,2020-07-27 07:00:00+00:00,1595865600000,2020-07-27 16:00:00+00:00,Short,10283.8,10493.977745912049,10488.733379222436,10488.733379222436,10089.166620777563,0.56,-117.69953771074668,5.817777768855374,2.878400000000693,2.936845346181945,5.815245346182637,-7.9492836738,-115.56803180580204,11067.583282999454,SL Hit,-1.0255905929502989,9,False,False,False,False,2020-07-27 16:00:00,2020-07,False,OFF_HOURS
BB Expansion Long,1595869200000,2020-07-27 17:00:00+00:00,1595883600000,2020-07-27 21:00:00+00:00,Long,10732.1,10997.518872831084,11003.020383022596,10477.821655279666,11003.020383022596,0.445,118.11139840983226,4.834840199204916,2.402999999999838,2.4481720352221874,4.851172035222025,0.0,113.27655821062734,11180.85984121008,TP Hit,1.0438123353485012,4,False,False,False,False,2020-07-27 21:00:00,2020-07,False,NEW_YORK
Funding Reversal Short,1595894400000,2020-07-28 00:00:00+00:00,1595930400000,2020-07-28 10:00:00+00:00,Short,11042.1,10648.865993461672,10643.544221350998,11451.615778649002,10643.544221350998,0.277,108.92581981111655,3.004198790094442,1.5179599999998792,1.4741308746571795,2.992090874657059,-8.478846616998,114.40046763802012,11295.2603088481,TP Hit,0.9602414047038952,10,False,False,False,False,2020-07-28 10:00:00,2020-07,False,OFF_HOURS
Funding Reversal Short,1595952000000,2020-07-28 16:00:00+00:00,1596258000000,2020-08-01 05:00:00+00:00,Short,11159.5,11548.713954637991,11542.942483396297,11542.942483396297,10787.197516603705,0.299,-116.37497243675992,3.39487798621838,1.665429999999913,1.7256699012677728,3.391099901267686,-24.716491162468294,-95.05335926051,11200.206949587588,SL Hit,-1.015051726116987,85,False,False,False,False,2020-08-01 05:00:00,2020-08,False,NEW_YORK
Funding Reversal Short,1596279600000,2020-08-01 11:00:00+00:00,1596308400000,2020-08-01 19:00:00+00:00,Short,11632.1,11879.882165743216,11873.94519314664,11873.94519314664,11401.93480685336,0.475,-117.6965287280267,5.584095764364013,2.774000000000069,2.8200619833723977,5.594061983372466,-1.7024141172374998,-121.57821037515323,11078.628739212432,SL Hit,-1.0245486483288242,8,False,False,False,False,2020-08-01 19:00:00,2020-08,False,LONDON
Funding Reversal Short,1596330000000,2020-08-02 01:00:00+00:00,1596340800000,2020-08-02 04:00:00+00:00,Short,11790.5,12044.340478348671,12038.321317689828,12038.321317689828,11554.43868231017,0.458,-116.25893908369228,5.458178469541847,2.693039999999633,2.756775581751041,5.449815581750674,0.0,-121.71711755323412,10956.911621659196,SL Hit,-1.024288308669146,3,False,False,False,False,2020-08-02 04:00:00,2020-08,False,OFF_HOURS
Funding Reversal Short,1598979600000,2020-09-01 17:00:00+00:00,1599015600000,2020-09-02 03:00:00+00:00,Short,12002.0,11862.693972395413,11856.76558960061,12159.23441039939,11856.76558960061,0.362,50.4287819928612,4.319509609003569,2.172,2.1460745717176724,4.318074571717672,-1.420643450583,47.52991583444064,11004.44153749364,TP Hit,0.885976722593607,10,False,False,False,False,2020-09-02 03:00:00,2020-09,False,NEW_YORK
BB Expansion Short,1599055200000,2020-09-02 14:00:00+00:00,1599134400000,2020-09-03 12:00:00+00:00,Short,11342.0,11072.87830607812,11067.34463376124,11549.487063691906,11067.34463376124,0.136,36.60055037337559,1.5242117248133122,0.7711200000000099,0.7525794350957149,1.523699435095725,-1.7246396898128,36.800978338375074,11041.242515832017,TP Hit,1.29705288191602,22,False,False,False,False,2020-09-03 12:00:00,2020-09,False,NEW_YORK
BB Expansion Short,1599177600000,2020-09-04 00:00:00+00:00,1599210000000,2020-09-04 09:00:00+00:00,Short,10136.3,10489.253189335292,10484.01118374342,10484.01118374342,9664.78668924525,0.322,-113.65092696596412,3.320714063482982,1.6422000000001171,1.6879258005827615,3.330125800582879,-1.138404121372,-115.83323690807512,10925.40927892394,SL Hit,-1.01507574630024,9,False,False,False,False,2020-09-04 09:00:00,2020-09,False,OFF_HOURS
BB Expansion Short,1600704000000,2020-09-21 16:00:00+00:00,1600891200000,2020-09-23 20:00:00+00:00,Short,10410.4,10188.115110518134,10183.023598718775,10583.072208922484,10183.023598718775,0.652,144.9297479421762,6.715115926028912,3.396920000000617,3.3196656931821127,6.716585693182729,-3.5182195687116007,141.73285158485888,11067.1421305088,TP Hit,1.2873229042992862,52,False,False,False,False,2020-09-23 20:00:00,2020-09,False,NEW_YORK
ATR Expansion Long,1602511200000,2020-10-12 14:00:00+00:00,1602536400000,2020-10-12 21:00:00+00:00,Long,11497.7,11712.501898130453,11718.361078669786,11341.092614220142,11718.361078669786,0.733,157.44979132962143,8.50653899566481,4.1781000000005335,4.29477933533143,8.472879335331964,0.8467374110000001,148.09651492295663,11215.238645431757,TP Hit,1.371594941456959,7,False,False,False,False,2020-10-12 21:00:00,2020-10,False,NEW_YORK
ATR Expansion Short,1602597600000,2020-10-13 14:00:00+00:00,1602680400000,2020-10-14 13:00:00+00:00,Short,11345.3,11517.510032301208,11511.754155223598,11511.754155223598,11109.5687671646,0.697,-120.03039251394276,7.967689296256971,3.9659300000003546,4.011846323094463,7.977776323094818,-2.3848663520000004,-125.61321545819972,11089.625429973556,SL Hit,-1.034579353515558,23,False,False,False,False,2020-10-14 13:00:00,2020-10,False,NEW_YORK
BB Expansion Long,1603292400000,2020-10-21 15:00:00+00:00,1603317600000,2020-10-21 22:00:00+00:00,Long,12744.3,13052.914279645664,13059.444001646489,12507.43751881453,13059.444001646489,0.48,148.13485422991886,6.191331427114958,3.057599999999511,3.13426656039519,6.1918665603947005,0.61103088,141.3324919228039,11230.95792189636,TP Hit,1.3029259767147798,7,False,False,False,False,2020-10-21 22:00:00,2020-10,False,NEW_YORK
BB Expansion Short,1603897200000,2020-10-28 15:00:00+00:00,1603980000000,2020-10-29 14:00:00+00:00,Short,13058.9,13361.718761270517,13355.041240650193,13355.041240650193,12663.287721319177,0.388,-117.49367937296056,5.12560003968648,2.5491599999998877,2.590878000685625,5.140038000685513,1.2352944950568,-123.85457390770384,11107.103347988656,SL Hit,-1.0225484319767923,23,False,False,False,False,2020-10-29 14:00:00,2020-10,False,NEW_YORK
