candidate_id,candidate_hash,family,template_type,min_expected_r,min_adx,max_funding_abs,min_15m_body,min_5m_wick,session_mode,require_5m_vwap_reclaim,trail_atr_mult,breakeven_atr_mult,time_stop,net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,trade_log_hash,status,engine_run_index,score,beats_pf12_teacher
P295_03506,6ea9506fc742d6ae,london_tokyo,pullback_after_impulse,1.2,18,0.00035,0.2,0.4,all,False,1.5,0.8,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03507,4e09e73f57c44aba,expected_r,pullback_after_impulse,1.3,20,0.00035,0.3,0.4,london_ny,False,,0.8,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03508,f4ff826dd4d84a76,funding_ny_hardening,pullback_after_impulse,1.4,20,0.00035,0.3,0.4,tokyo_london,True,1.2,1.2,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03509,860064df5b6faca2,exit_risk,pullback_after_impulse,1.55,20,0.00035,0.3,0.5,all,False,1.5,1.2,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03510,7d7bb34c54374e62,variant_c_mtf,hh_hl_continuation,1.1,10,0.00045,0.3,0.5,london_ny,False,,,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03511,aed679d64c2d369e,variant_b_rescue_mtf,hh_hl_continuation,1.2,10,0.00045,0.3,0.5,tokyo_london,False,1.2,,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03512,49386ba97ac06131,pf12_fusion_mtf,hh_hl_continuation,1.3,10,0.00045,0.3,0.5,all,True,1.5,0.8,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03513,42bfd978167dc466,dirty_pf8_pruning,hh_hl_continuation,1.4,12,0.00045,0.3,0.5,london_ny,False,,0.8,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03514,c1611541f7cefd27,vwap_reclaim,hh_hl_continuation,1.55,12,0.00045,0.4,0.5,tokyo_london,False,1.2,1.2,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03515,cd35815c508d6bfc,second_retest,hh_hl_continuation,1.1,12,0.0006,0.4,0.5,all,False,1.5,1.2,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03516,f78d7ce8dfcc8a85,london_tokyo,hh_hl_continuation,1.2,14,0.0006,0.4,0.5,london_ny,True,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03517,dee91ccc1a817579,expected_r,hh_hl_continuation,1.3,14,0.0006,0.4,0.5,tokyo_london,False,1.2,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03518,256534ac4157e6a8,funding_ny_hardening,hh_hl_continuation,1.4,14,0.0006,0.4,0.5,all,False,1.5,0.8,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03519,248068aa40bd03fb,exit_risk,hh_hl_continuation,1.55,16,0.0006,0.4,0.5,london_ny,False,,0.8,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03520,169c6b96ed7ef4b6,variant_c_mtf,bollinger_expansion_breakout,1.1,16,0.00025,0.4,0.2,tokyo_london,True,1.2,1.2,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03521,91d64b7664caef33,variant_b_rescue_mtf,bollinger_expansion_breakout,1.2,16,0.00025,0.5,0.2,all,False,1.5,1.2,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03522,27d5b143816f51e2,pf12_fusion_mtf,bollinger_expansion_breakout,1.3,18,0.00025,0.5,0.2,london_ny,False,,,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
