candidate_id,candidate_hash,family,net_pnl,gross_profit,gross_loss,profit_factor,max_drawdown_pct,trades,win_rate,winning_trades,losing_trades,average_win,average_loss,expectancy,positive_months,negative_months,zero_months,best_month,worst_month,stress_pass_count,stress_fail_count,combined_adverse_pnl,combined_adverse_dd,execution_status,live_known,trade_log_path,trade_log_hash,params,track_high_pnl,track_quality,track_stress,track_monthly,promotion_reason,score,registered_status,behavior_cluster
P37_CAND_3069,a6ff4be39138e014,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 0.18, ""min_adx"": 12, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.0, ""min_expected_R"": 1.309, ""min_projected_net_R"": 0.92, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.2}",,,,,,,REGISTERED,f90341af5fff8c0d
P37_CAND_3070,a4dff0186e0e9c1c,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.18, ""min_adx"": 12, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.0, ""min_expected_R"": 1.31, ""min_projected_net_R"": 0.92, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.2}",,,,,,,REGISTERED,42846dd8a08982c9
P37_CAND_3071,4c2a0162e65bb221,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.18, ""min_adx"": 12, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.0, ""min_expected_R"": 1.311, ""min_projected_net_R"": 0.92, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.2}",,,,,,,REGISTERED,0575419c3a3794cb
P37_CAND_3072,47794a7bd3a1d459,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.18, ""min_adx"": 12, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.0, ""min_expected_R"": 1.012, ""min_projected_net_R"": 0.92, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,e7ae1ef0e11b4514
P37_CAND_3073,8d4dc96ad5618de8,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.18, ""min_adx"": 12, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.02, ""min_expected_R"": 1.013, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,528bdcc7d8999b79
P37_CAND_3074,f2a21f867ab778e4,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.18, ""min_adx"": 15, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.02, ""min_expected_R"": 1.014, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,5693ed8862e0cc48
P37_CAND_3075,5ef985e726c28794,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.18, ""min_adx"": 15, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.02, ""min_expected_R"": 1.115, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,69bc4bf65b61d8d1
P37_CAND_3076,18dfa0796d104466,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.18, ""min_adx"": 15, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.02, ""min_expected_R"": 1.116, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,9785fa8e959a251d
P37_CAND_3077,2a6794dfb57b3977,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.18, ""min_adx"": 15, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.02, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,74bbb20c27663898
P37_CAND_3078,f20d5a2a8a8d6302,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.18, ""min_adx"": 15, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.02, ""min_expected_R"": 1.201, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,6e727b1c72873339
P37_CAND_3079,030f32902ba7f1eb,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.18, ""min_adx"": 18, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.02, ""min_expected_R"": 1.202, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,e4e5a268210ee916
P37_CAND_3080,ded010ecfed74354,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 999.0, ""min_adx"": 18, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.025, ""min_expected_R"": 1.203, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,88698ebd3d58c86f
P37_CAND_3081,8232a8dab41f2bdc,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 999.0, ""min_adx"": 18, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.025, ""min_expected_R"": 1.304, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,fb7fd861267590b4
P37_CAND_3082,61dc4533faae1dfc,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 999.0, ""min_adx"": 18, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.025, ""min_expected_R"": 1.305, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,0d3330d8506f2ea8
P37_CAND_3083,be345238665ad0ab,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 999.0, ""min_adx"": 18, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.025, ""min_expected_R"": 1.306, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,747b57fa1ec4394d
P37_CAND_3084,6b100dc26ee7dde0,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.025, ""min_expected_R"": 1.007, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,8852faf8e29fb3e7
P37_CAND_3085,067736bbb30a456c,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.025, ""min_expected_R"": 1.008, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,fad20668dd686d8a
P37_CAND_3086,b0b03b9efe7792c0,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.025, ""min_expected_R"": 1.009, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,d11eb76d12762f29
P37_CAND_3087,e93b192ab1abbe6b,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.03, ""min_expected_R"": 1.11, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 0.0}",,,,,,,REGISTERED,b7b6ec4875fcb741
P37_CAND_3088,caf61021ef89dc8c,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.03, ""min_expected_R"": 1.111, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 0.0}",,,,,,,REGISTERED,30be188c798e82d0
P37_CAND_3089,856711a19c19128d,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 999.0, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.03, ""min_expected_R"": 1.112, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 0.0}",,,,,,,REGISTERED,96e3b35eba7b4807
P37_CAND_3090,44bac5c8a23407ed,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 999.0, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.03, ""min_expected_R"": 1.213, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.2}",,,,,,,REGISTERED,018a3a7de54f9ce8
P37_CAND_3091,e3b9fb17ebc66ebd,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.08, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.03, ""min_expected_R"": 1.214, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.2}",,,,,,,REGISTERED,b476ae2152e7cf0c
P37_CAND_3092,68b409f9dfbea46e,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.08, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.03, ""min_expected_R"": 1.215, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.2}",,,,,,,REGISTERED,8c7c2bf8a5e7dfc6
P37_CAND_3093,b082e491376114b8,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.08, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.03, ""min_expected_R"": 1.316, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,38dba36f251bc5f3
P37_CAND_3094,4447130e13146d6b,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.08, ""min_adx"": 12, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.035, ""min_expected_R"": 1.3, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,2c77d162dc60f1c7
P37_CAND_3095,3e0097ced5ea28e1,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.08, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.035, ""min_expected_R"": 1.301, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,47d9f0cf19d5465b
P37_CAND_3096,22ab5a5da919a197,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.08, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.035, ""min_expected_R"": 1.002, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,70585e429bd28b40
P37_CAND_3097,6d308caa56ca0e1c,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.08, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.035, ""min_expected_R"": 1.003, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,fe8b465de19eaf38
P37_CAND_3098,8f8cfc7b90e7a4ed,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.08, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.035, ""min_expected_R"": 1.004, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,8f1a04bc64222c1c
P37_CAND_3099,abd143e22b220b03,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.08, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.035, ""min_expected_R"": 1.105, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,f0d49e1f8e3ae00d
P37_CAND_3100,e3095a25343369d3,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.08, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.035, ""min_expected_R"": 1.106, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,5166ae41394d0166
P37_CAND_3101,8ac244a870a5d70b,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.08, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.045, ""min_expected_R"": 1.107, ""min_projected_net_R"": 1.15, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,ded18b1c1cb8176b
P37_CAND_3102,325390d43cc0b4b4,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.1, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.045, ""min_expected_R"": 1.208, ""min_projected_net_R"": 1.15, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,924804a3b1481cd4
P37_CAND_3103,65b1a6a02a4f8253,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.1, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.045, ""min_expected_R"": 1.209, ""min_projected_net_R"": 1.15, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,7508424ca908579d
